final_block,transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
3,b3c2fb87-24fb-563d-98d6-64887ac19170,896808,42,TRANSFER,46104.8,C1725640136,407517.15,C1391956953,355621.84
3,6a633e34-5842-59fb-b213-cb6b0d47df26,5211666,370,CASH_IN,35023.33,C1943088473,170224.0,C2083228673,7586990.0
3,5cab488c-fc87-590e-b92b-f6a390a28e7b,5679473,397,CASH_OUT,83522.16,C1896030380,152864.0,C518772041,0.0
3,c3ac405f-649f-5cf7-921a-bed0dbb413c2,253281,14,DEBIT,5119.72,C853041879,10113.0,C321055352,158338.35
3,dd65e59e-318a-5b61-909c-6f31f89a2f25,1347246,137,PAYMENT,15878.45,C443267649,69713.0,M1079229405,0.0
3,4229e081-2dc3-54a8-a11a-2bef1a3e29df,341598,16,TRANSFER,143011.81,C236681094,325720.0,C2040630243,0.0
3,f71949a7-2206-57ee-b133-513ed9e85aeb,3558865,260,CASH_IN,139610.72,C19991038,5702065.67,C1120357374,186353.07
3,401aae90-ce77-5922-bc4e-cbefcfea7e97,105786,10,CASH_OUT,185246.56,C1694694747,195413.26,C1919549402,1334374.96
3,16594c47-9402-56dd-8095-4fca5e228a15,6296516,673,DEBIT,1785.89,C26712628,99036.0,C1783982807,14365.45
3,aa1f248c-b42f-5ff7-b73b-ae6aa84570ce,5885084,403,PAYMENT,31395.11,C599545900,51910.11,M1536570032,0.0
3,4c046df8-09f8-510d-92d1-414ed259c5b4,6360740,716,TRANSFER,921393.95,C1878448827,921393.95,C765829328,0.0
3,1e3aaaad-794a-5c0e-8bd1-30a486532bb6,1446730,140,CASH_IN,317813.54,C674381789,3627668.94,C1208834384,8091209.21
3,451e25a7-5df0-5f51-84ce-104e5ebd748e,4685162,331,CASH_OUT,8928.26,C1205321186,9531.0,C2095342749,0.0
3,2ccf2e7a-abf4-57de-bead-3519274ffb90,963310,44,DEBIT,4301.46,C1000418948,29947.0,C1133407520,2171314.36
3,2aa6e3b6-b17b-53cc-ba0a-e5aa3bc90cd9,364130,17,PAYMENT,16275.48,C1984861837,151342.38,M1375891196,0.0
3,459553f7-a663-56ab-a69e-2038ea7ec774,6167592,552,TRANSFER,17090.03,C1034124212,86742.0,C624658434,2317555.34
3,a9784df1-59d1-5ed3-9e02-e62067d49246,2947392,230,CASH_IN,222970.31,C1399541248,17695389.86,C1375003340,1123728.61
3,4657cfb6-f0e3-5e55-826a-0ed9c60011ed,2507241,205,CASH_OUT,188974.3,C1669442919,348606.65,C320644805,1176475.76
3,56fa52e5-ac62-5ea5-bc4a-4d171532443b,4379950,311,DEBIT,36.23,C43303661,21173.0,C1531683626,1249505.06
3,283b5935-a00a-53db-aced-f81226d164f4,4057803,300,PAYMENT,372.1,C515161445,375.0,M1171498914,0.0
3,3e7aeb55-e259-5eeb-886b-b1f178e00465,5598732,394,TRANSFER,158698.85,C442143387,176184.56,C20397629,947110.55
3,867a92c7-c270-55bd-a604-7dad2089dd8d,3476890,258,CASH_IN,36512.34,C1045778433,20788.0,C1651625213,3012168.94
3,b80ec609-6429-5f05-8cd8-753acb4bbbb1,5894206,403,CASH_OUT,8917.14,C136194031,73606.0,C1648475672,741487.22
3,10eaaf9e-0c47-53a1-b244-c94929cb486f,1006214,46,DEBIT,1244.85,C1754987062,11505.0,C1941062740,2561622.17
3,1d659387-cf37-50bc-8c0f-296ee420f630,1364149,138,PAYMENT,16172.03,C1964663060,62351.0,M10686777,0.0
3,034ace7a-2692-5f1c-b3e6-e789af5d2944,5871550,403,TRANSFER,80448.74,C514948329,172982.23,C65568150,1177259.79
3,cd538cf9-b92b-586d-a372-060aff11f61a,5195561,369,CASH_IN,184597.14,C350301307,633.0,C468146968,0.0
3,686e5271-7ac9-524d-81c8-51ae52e6170e,4535924,326,CASH_OUT,116552.8,C1773908201,212777.0,C910094867,33135.38
3,314a3933-a222-5e37-b782-eef32559529c,674016,36,DEBIT,1295.27,C967202231,38408.97,C998187181,204375.4
3,f454e1cc-79c5-5f45-8105-b318d0b686a2,1169441,132,PAYMENT,14096.44,C676475297,385318.0,M708074033,0.0
3,94285ec9-f102-559d-b55d-381c87b954ee,2970584,231,TRANSFER,161887.57,C858545318,302485.0,C1161399789,2336661.68
3,8e0a498f-4f2b-5a94-bb2e-a92d031e37e9,4189108,305,CASH_IN,49750.22,C495959443,399795.97,C735631358,3275862.02
3,2b7495fe-5b41-54ab-a779-3ac6d858464a,65123,9,CASH_OUT,108071.83,C872352596,258857.0,C1384904323,2216.94
3,0ca950b2-a3e8-556d-92b0-6dcc731da193,1198284,133,DEBIT,2787.4,C73294455,61418.0,C1974464496,1421413.06
3,d8dbfd90-1cb4-594a-bfe3-34b4de1ac86f,4094133,301,PAYMENT,9414.37,C34616192,68445.49,M733935116,0.0
3,ddea7e3b-4742-54a4-a417-1daf855ee55f,2086667,182,TRANSFER,109909.77,C1670272773,159998.0,C894669020,0.0
3,0a867ee4-d35f-5013-a1a6-110ac16ed1a1,2149117,184,CASH_IN,136784.77,C237004036,11612.0,C1474996655,6100141.65
3,4545a431-48d9-5d30-9133-a18bb53f106b,250684,14,CASH_OUT,44476.57,C702396648,67052.0,C812244482,140794.16
3,f18bb36d-67bb-5e78-9eb7-658823f44f08,1492065,142,DEBIT,2400.26,C772318132,106634.0,C352067525,1365541.63
3,fa219153-d1ae-5c7c-8f81-702ed625a22b,1901604,165,PAYMENT,11088.45,C1940275438,11174.0,M785752457,0.0
3,847c026f-45d7-5324-99a0-b14aaa299181,3359602,254,TRANSFER,9675.98,C1340423459,79400.0,C1373159353,354934.24
3,388fef44-d9ef-56b6-9503-bb028ffb7041,4459367,323,CASH_IN,76697.28,C573032533,3968871.75,C591381309,1704951.91
3,12883821-e0bc-5420-a24b-47236bcf8b94,5058727,354,CASH_OUT,125744.82,C204373917,318250.74,C1207638953,238588.43
3,54298a4f-f346-5f67-b4ee-f227d2229aae,1651697,158,DEBIT,1861.8,C1627040614,105638.0,C201203783,149607.44
3,2b85986c-be56-5f86-9581-6b2a5cf37809,2858848,227,PAYMENT,5774.6,C951790238,24922.0,M587601992,0.0
3,68f2d978-0084-5a4b-8625-09fca67b4a57,3796199,281,TRANSFER,126911.06,C57051361,240699.0,C1528060496,2448420.0
3,22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,5543716,382,CASH_IN,172367.13,C2094489622,80706.0,C430804706,0.0
3,8d909b4f-7dfe-54ea-bfd7-0dcfa152de20,490394,19,CASH_OUT,10773.65,C1016703436,43447.39,C1889726460,206093.77
3,19af3230-a76d-59ef-8e4e-9776da7276fb,6044102,490,DEBIT,56148.35,C1330671132,171389.0,C860891054,1204495.74
3,c39557a5-a4ae-5a0a-9383-2acf55e78b1a,6089175,522,PAYMENT,3623.85,C1255595271,34879.54,M580603710,0.0
3,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,4377766,311,TRANSFER,6558087.93,C1050618331,6558087.93,C1361886731,0.0
3,44c727c8-fda9-51d4-925d-38a407143a53,6207220,587,CASH_IN,97512.05,C47864360,4770138.6,C1510982464,99315.8
3,f69d0c2c-e636-5588-a995-694008581f29,644902,35,CASH_OUT,204551.24,C700630704,528200.94,C2144290600,74355.04
3,c8253ac1-f72e-5b85-8f5d-947d8731518a,66064,9,DEBIT,56.48,C1350731406,99266.0,C8540189,29755.0
3,0a70e6cc-59dd-5d07-beff-0e3313451a1b,1729258,160,PAYMENT,1563.77,C1068325267,212483.0,M1264069011,0.0
3,16e116a9-c09b-5d1a-a396-cd2733e1f526,6074059,515,TRANSFER,290211.26,C276602564,290211.26,C58143708,0.0
3,bcffd34b-1929-5db8-b88e-1998a3901c9b,1414055,139,CASH_IN,103757.63,C2119896216,286893.0,C1602010168,575598.33
3,5a3737c3-fbb2-5b5a-8d7e-25bec66df710,4779627,335,CASH_OUT,202401.17,C446631804,574235.94,C25911028,1276745.5
3,f0ecffff-1944-56f3-9fda-3a5536019dba,1184956,132,DEBIT,7530.22,C542140317,61385.29,C190168686,8799.1
3,624d2838-e9b9-5cf2-a4e3-98b8223b1ec6,5626394,395,PAYMENT,21411.66,C1925094361,30217.0,M1260844172,0.0
3,78f9e6cf-ce66-5d28-b12a-8d7adbcbf43d,142461,11,TRANSFER,27221.49,C406454337,130716.0,C163548913,30144.0
3,8b504459-331b-511b-b2e9-104b013bde57,1685154,159,CASH_IN,298389.87,C1505585983,0.0,C139224722,22666.43
3,f4d15ad2-297e-5735-a75b-70fb410cf209,5817339,401,CASH_OUT,133394.23,C1202101076,247835.0,C109442826,501147.63
3,ff564ab8-0467-55ce-9273-94c538d2bbf0,6345299,692,DEBIT,6356.69,C632376495,47018.0,C533194908,1068064.13
3,d7420041-fac4-5be4-8f64-1fcf601c283b,5153025,357,PAYMENT,14004.72,C929332126,102400.0,M736279914,0.0
3,e67ae684-c5a6-516b-9728-c97a6562b90a,5029475,354,TRANSFER,77470.17,C1747218744,388628.89,C930153236,336049.94
3,7411d029-0801-58fc-a08c-87f86b585815,5206147,370,CASH_IN,124151.0,C943080252,502115.49,C1078927990,1056833.3
3,5dc38dc4-d7f7-5eb5-9ea1-a87aed08aeff,5365215,375,CASH_OUT,33968.13,C304501039,149313.0,C414491721,85820.42
3,ba1a161d-bcda-5fb8-93e9-1da22f5a65b2,4748990,333,DEBIT,3976.68,C1952705053,32326.0,C1872326181,354706.64
3,2ce5b65f-6387-5d6a-98d4-69635ffe9bfd,3606664,264,PAYMENT,44.4,C2072708407,206.0,M966447245,0.0
3,69226660-7396-59ab-8cd0-5020b038f2f7,122780,11,TRANSFER,29357.58,C2122616570,200617.0,C1030205052,0.0
3,d2b27235-eee5-5f56-9154-a51928ddd757,549565,21,CASH_IN,180775.42,C22788518,6621351.09,C1492447540,2008686.61
3,41b46779-6411-5f87-b815-259a5c5fc857,5782326,400,CASH_OUT,111564.18,C460291245,303718.0,C1522628991,0.0
3,4c1b68a2-df2c-5e23-899f-135ec5d4047d,1157330,131,DEBIT,22561.62,C352568043,43467.52,C574349767,1232360.11
3,bc366411-3ab0-5a06-9027-494465143238,4276842,307,PAYMENT,6949.43,C858390390,287314.09,M1634219826,0.0
3,bf8123f7-902e-5f9c-b777-d8b0bc7d8c42,6166262,551,TRANSFER,150924.76,C1104531414,150924.76,C1502819168,0.0
3,2786b6db-7b5f-5b0e-9b70-0fe46d5a4fe8,1165932,132,CASH_IN,71217.16,C1238874107,6297989.98,C1978906044,2545658.59
3,a4f812ce-f00c-54e2-bbec-cf29ba788286,4340416,308,CASH_OUT,170072.6,C826293784,868792.0,C1890453667,0.0
3,5fe3a987-a36a-529e-a260-389df65ce7d7,5061531,354,DEBIT,6357.26,C2056971726,22234.0,C1979080020,800414.84
3,f85d7e79-91b1-52b3-98f0-3ff3d81dd620,4301727,307,PAYMENT,11057.75,C1359919610,50304.75,M332626585,0.0
3,2d42d02e-3a21-54b5-b25a-93c0846c7df2,873142,42,TRANSFER,676750.45,C843966496,828742.0,C1688043064,0.0
3,0d72aa38-cac4-521a-9625-5e0d947720f7,5396886,377,CASH_IN,450934.19,C183828521,7226194.47,C1273427947,550907.29
3,2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,659999,35,CASH_OUT,122491.87,C1110905617,172842.0,C1261566426,0.0
3,ff197331-c0ec-514d-848f-43162aefbc43,5646857,396,DEBIT,2856.71,C256093236,24789.48,C2099470524,278877.85
3,f60803fd-5f3a-5bf7-b89c-c03a070630cc,4309195,307,PAYMENT,12068.23,C873501670,32271.0,M200502149,0.0
3,cd5cdf2b-8714-52d5-a9d6-2de05573c5c7,675920,36,TRANSFER,7738.81,C259760798,21569.0,C743845394,85287.65
3,a8ac9d20-e459-5e0a-9ed6-151190c12dc9,3352311,253,CASH_IN,132016.28,C1756350254,51025.0,C2070507570,480497.76
3,f1b45904-96c7-57b1-bf21-db5363440a77,3540395,260,CASH_OUT,82583.79,C1075671999,183741.1,C261292810,10301635.42
3,67a912ca-3622-597c-9bd8-2bb369faec63,2374407,191,DEBIT,3933.5,C1591589322,203361.0,C280218207,19141.81
3,c184c70f-2229-553d-ab67-a9c677703367,1512575,153,PAYMENT,9626.6,C1269604934,766691.53,M432825749,0.0
3,0f1ee10b-90da-5b1d-9acf-7cc7d4551825,6321703,688,TRANSFER,60572.9,C1763582247,571452.0,C742693958,29971.29
3,102c72b9-e6af-5c40-9cf5-ccbafc6cdbb7,1338996,137,CASH_IN,115703.78,C407579772,2489199.19,C590333606,2214040.19
3,8a877668-9d59-5f4c-8d6d-0e044a8cc54d,204201,13,CASH_OUT,150009.59,C200246793,352890.93,C1283946940,4875732.45
3,f49073ea-74a7-52b0-9095-646ee1e5fcd6,5628915,395,DEBIT,531.35,C3690256,50940.0,C1373097221,52098.27
3,c77d1342-d3a2-599e-b912-6b8efb41b078,2814607,225,PAYMENT,38635.16,C1468106789,265252.15,M2102236512,0.0
3,80aa0ebc-f043-59e9-9d90-a694802e4d7c,3093105,235,TRANSFER,24371.06,C1294095404,48401.0,C1874619786,4318610.63
4,6941b8d3-e95e-522a-97bc-db1b0fc3c553,2717607,211,CASH_IN,39647.46,C194847252,2137365.55,C1972143257,846106.03
4,51bf61fc-4bef-5a0b-ba3a-db560b7c15ae,4733352,332,CASH_OUT,14269.25,C98640636,85871.0,C863183707,1617750.19
4,0f15a669-11dc-56eb-a4b1-9ce1e392828d,460733,19,DEBIT,2208.26,C158854185,335412.0,C1135318452,116219.0
4,8406192d-7c6b-5fbe-a824-eea1d2853761,2246777,186,PAYMENT,3646.45,C1694903615,20091.0,M1795216102,0.0
4,070e8076-9505-57fa-9781-f3f170b49d1c,3130057,236,TRANSFER,151851.62,C1203064563,215681.69,C1101277676,860254.62
4,fe73c02c-d59e-578a-89ac-1beb177bcc85,5281310,372,CASH_IN,250564.96,C700476298,23101.0,C1866314125,0.0
4,ddaabe62-1d39-5d7c-a2bd-bf703f2c0481,1860180,164,CASH_OUT,106139.45,C1708791341,120873.0,C174815176,0.0
4,88a4e892-e86c-5ff3-8d1d-5fc3884bb8cd,302065,15,DEBIT,4129.5,C280072500,257737.45,C720356665,3002873.87
4,e28880c4-7579-57a9-b2b0-3bb48de4373f,5083233,355,PAYMENT,27023.01,C400321374,61989.0,M1929350506,0.0
4,98bf119f-43d3-576d-90c0-67c904b000bb,482908,19,TRANSFER,148539.31,C560829193,990257.0,C1166993154,0.0
4,396b9b39-d198-5079-8348-b849508008d6,377828,17,CASH_IN,202152.33,C1849686419,1057112.8,C892180455,390851.94
4,cff5fe9f-6668-5d81-8d0a-d23fcf9761b1,4395091,321,CASH_OUT,9675.59,C1638431370,55461.0,C2032075009,3662537.47
4,a2a14fc3-92d2-597a-8bd5-f070e4a7bb34,4324707,308,DEBIT,900.46,C939497327,9000.0,C1152353317,270549.65
4,9a897146-68ff-57f5-808d-c32118a9fded,4143942,303,PAYMENT,24178.21,C615401698,52791.0,M1023874557,0.0
4,c9c8e1e4-b99f-5429-ace9-f0d0e1cad1a3,978539,44,TRANSFER,100144.94,C1512117347,157842.0,C1639581278,63370.3
4,56d6c8a3-df88-5325-99cc-d0913a7e1e04,4550286,327,CASH_IN,519181.44,C664656135,2637197.09,C672281868,1460746.57
4,db8e84ac-e867-5d49-91dd-beb2e850b6e1,189361,13,CASH_OUT,88734.31,C1260482634,167884.0,C1346310748,0.0
4,d9117be7-a622-511f-952f-742da0d490a7,2035494,180,DEBIT,2122.47,C1612356265,104718.0,C654925861,986110.6
4,807d6627-34fa-53b9-953d-a55efc3e672a,3794738,281,PAYMENT,3426.05,C1379717775,23683.0,M1785617995,0.0
4,27b99791-804b-500a-9037-8264f5165329,1822246,163,TRANSFER,183557.29,C375202059,371430.0,C929035431,91.0
4,18ec400b-f09e-598e-9580-72cfe6f2aa69,436658,18,CASH_IN,170870.37,C774539499,3317890.04,C2093546827,578941.67
4,2239011b-d3c6-51b6-b7e8-6f6d065bb3d6,5251692,371,CASH_OUT,170564.17,C1152652058,215175.0,C540312023,716397.67
4,95e746a5-ce76-50a6-85bd-8acced922f5b,2563840,206,DEBIT,160.17,C965487222,102119.0,C843774579,617366.41
4,379db4d7-1d43-5d02-bf0d-a48c030b0571,3370988,254,PAYMENT,22566.93,C1514548289,40606.0,M359892583,0.0
4,3538eb3d-c151-5982-83dd-d4b0f95ca975,1991939,179,TRANSFER,329287.21,C1623973529,516979.0,C340937308,1435606.9
4,3e583b27-81f9-5b73-8b17-c22732c22818,5306524,373,CASH_IN,39552.94,C1565596407,20447.0,C189917816,779005.5
4,5e7e1664-67bf-5efc-a286-7f1b9bdc20a0,1399585,139,CASH_OUT,229550.18,C685051726,919300.0,C1312045137,0.0
4,f4475d6c-69d8-550e-b89a-64cf63df94f5,5787622,401,DEBIT,2986.21,C1723006378,10564.0,C673485812,3576160.52
4,f489b9af-ef7a-53ef-b987-cdbb52ee0c68,3392835,255,PAYMENT,10090.73,C378889464,294449.31,M1034511909,0.0
4,5bd88827-283b-5e00-a82b-34d3c9cf8c35,925984,43,TRANSFER,303823.04,C674931268,545142.23,C531593626,3634619.17
4,ecef5763-a54c-57e0-97ca-e1eba1da9023,720776,37,CASH_IN,100658.06,C257211236,2005407.91,C125656563,155795.15
4,60f6c6a6-3f90-5c95-b133-fb89f511778b,2638561,209,CASH_OUT,8974.63,C212013184,355593.0,C2125135675,5880659.08
4,c1950d2e-879e-5841-905a-a77f527e1436,842560,41,DEBIT,1936.62,C77606986,385118.0,C1016689071,10630678.12
4,c6592fb4-94f0-5811-b980-bddb7e59508a,1780140,162,PAYMENT,6910.24,C1189504487,20072.0,M302144499,0.0
4,e566efe8-94e4-58ae-8195-b02c662614ff,5008315,353,TRANSFER,10280.69,C509373847,119226.5,C41636808,3049052.97
4,d33ade51-d82e-53dc-8f9c-21c259db5aa7,1477864,141,CASH_IN,210224.0,C318151098,166942.36,C1335048982,503346.26
4,d5f690c2-08fb-5b8f-976c-a6005f833eaf,1431559,139,CASH_OUT,32707.79,C1360432029,41481.0,C427646408,0.0
4,1e511552-e132-544b-8ef7-190c634d380c,1213292,133,DEBIT,191.72,C1313485590,31526.43,C1986422018,565564.28
4,d6e9db41-752b-56ef-9d8d-70b6e4c12e88,3546919,260,PAYMENT,304.24,C367926357,28195.04,M175188226,0.0
4,e8ac124c-0883-538b-995e-41d5950bc539,5997591,426,TRANSFER,68334.98,C296219289,323396.0,C1363985912,0.0
4,d3c090cf-fb15-5756-8359-ec01fee90e27,851068,41,CASH_IN,192124.71,C349754277,32263.0,C1800577588,523486.72
4,4fb86755-81f3-587b-b377-695d2c54a26d,3915526,284,CASH_OUT,141828.55,C1626410417,159287.0,C1536123397,421472.2
4,73271237-c3b4-5004-81a6-22e6f0b50d6c,6336130,691,DEBIT,2098.06,C1472676640,20313.0,C468337104,86872855.07
4,49410abc-a6ad-5655-abb7-bfae8ae98437,1840183,163,PAYMENT,69.89,C2029820317,52813.0,M555594942,0.0
4,85fa5f36-4722-51ec-9989-a99b3438c289,6039804,485,TRANSFER,1425802.24,C899490900,1425802.24,C1200745570,0.0
4,273dc82e-7675-5d7d-bedf-e22a53bae41d,3863069,283,CASH_IN,146344.85,C44718515,100531.0,C1011444814,1288323.9
4,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,672831,36,CASH_OUT,18985.43,C820276266,101002.0,C1145668198,0.0
4,d310226c-8cdf-5a9b-93c8-6e55c20d5e35,3624666,274,DEBIT,2740.71,C860225354,11163.0,C293170112,1550641.83
4,c8e61896-9855-54a1-b853-6186ea5ab599,357090,17,PAYMENT,15999.22,C867293227,55104.0,M1557067995,0.0
4,eb13980f-e586-545d-af08-14e940ad6e49,5844470,402,TRANSFER,127156.49,C1718340176,127156.49,C680745289,0.0
4,fd23fe47-255f-57ef-8f41-0be6dda977a0,1563803,155,CASH_IN,69632.75,C635713789,5993647.98,C1078667791,715841.73
4,2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,3715461,278,CASH_OUT,62590.13,C826146798,98368.65,C9550083,3854314.18
4,6aceddcb-d675-5605-9954-99745367e611,4681524,331,DEBIT,5320.66,C328151699,681268.66,C854812291,691675.09
4,304d6b71-cb7d-517e-a03e-61cf8005c452,1300275,136,PAYMENT,218.14,C663341145,37305.0,M1221389116,0.0
4,0b09dc7b-5678-5f2c-85d5-aae0d3822444,6299721,681,TRANSFER,3479.08,C243202037,6480.0,C1258442919,0.0
4,857f69c9-7e9b-522b-aecb-262a4fea3e57,1017687,47,CASH_IN,255269.68,C505157963,3676224.43,C340785490,454571.0
4,dc9791e0-cb42-5271-bdad-93b8230dd161,388818,17,CASH_OUT,209215.86,C470086547,944555.0,C893769262,33587.03
4,7fbc8248-50ee-594a-8bf6-e09f2c882422,140960,11,DEBIT,3825.95,C1408643493,32248.0,C351394592,1290279.55
4,6fd9dc91-1fd5-5e8e-b0ae-2c39363a657e,1613435,156,PAYMENT,42.48,C240939567,10534.91,M1074957930,0.0
4,34e3c383-4ecc-533f-8dbc-5e473272df2a,3191585,241,TRANSFER,13580.17,C678374466,25281.0,C1843046484,920361.82
4,f10b952e-aa55-5b23-b67e-ef8ec15da924,5698681,397,CASH_IN,242186.97,C450220136,2579370.26,C1767537757,245811.84
4,a0ce8ab0-322b-518e-a6c0-530311cf09ca,1855500,164,CASH_OUT,84325.27,C1822405911,119041.0,C1970300867,317341.68
4,58a736f7-eba2-56c5-be71-ab106e2e30da,1142958,131,DEBIT,2545.04,C782256171,30896.0,C1511016488,1532010.31
4,ab365da7-0c4a-528d-9d5d-52d7ce958e01,2288064,187,PAYMENT,3296.72,C2033779030,343867.7,M1993183381,0.0
4,006ec7c4-7bbd-55ba-9138-807e1c4c988e,2136672,184,TRANSFER,300278.56,C1266720290,390680.0,C1902332917,305395.59
4,6b77f955-763e-543c-bdbb-ef19c5c88f8f,5038288,354,CASH_IN,236563.68,C621812578,8807990.06,C153285279,269596.22
4,07b89b9e-50a4-5022-8e6d-b89b3f761a1c,2106303,183,CASH_OUT,76126.11,C1365914453,112716.0,C1723848379,1564368.15
4,be800447-38be-5aad-8657-13289a272563,3641731,275,DEBIT,4310.87,C1127002416,20591.0,C1114771766,519539.8
4,0e45fbc3-44a1-5dda-8128-81337380c3ce,1145558,131,PAYMENT,12367.39,C1597710541,645110.0,M1332071539,0.0
4,85d2935c-a6c5-5357-bcec-5e11ad658e82,1057338,96,TRANSFER,22211.21,C1463451287,37280.0,C2085432393,3772452.09
4,6cb27940-cab3-59ca-aa3b-a2b74503dc24,1641801,157,CASH_IN,525976.55,C347842915,21032.0,C1819037064,170308.15
4,dbf8ab89-42fe-5e99-81da-3b429536875a,1268745,135,CASH_OUT,306107.55,C1497029667,474492.0,C1083935401,0.0
4,fa9d3748-e536-5aed-b398-527ee6fbfe4b,1022876,47,DEBIT,2193.55,C2092721867,84720.0,C2024609461,2141073.92
4,f29acdd4-3ba9-5de8-aa26-b4804dd89985,736109,38,PAYMENT,11427.83,C472425747,411734.07,M1341120271,0.0
4,08b6ccb9-f02d-50fb-b837-bcda2a1486b0,1401,1,TRANSFER,81222.77,C280223635,180207.0,C453211571,3243462.05
4,3d478182-b4f9-5855-b5e7-42c7dbe33b0d,5706467,398,CASH_IN,94057.76,C1174660779,1320.0,C1996297756,51461.36
4,1d620def-950c-5657-80e7-9cc476dd6d8b,3147667,236,CASH_OUT,31552.24,C1985939114,501608.0,C1027183520,0.0
4,34da903f-7e56-5c94-841c-fec284510882,277955,15,DEBIT,1423.35,C316956949,101319.0,C640139393,526043.67
4,f0df9f8d-6068-51fa-8851-3f2b58baa252,428886,18,PAYMENT,8434.5,C1200957971,261703.07,M1048763021,0.0
4,3aaf66d3-ec08-5c98-b89b-9b13173ec4d3,2382164,199,TRANSFER,80885.48,C1191502221,80885.48,C1529468994,0.0
4,ecd3398b-a4ab-534b-b381-be1511f1cb29,719983,37,CASH_IN,184492.28,C1781090161,377534.83,C1900832545,1109458.35
4,47e9e27b-4a99-5ecb-af0f-eabb7d128a52,2288170,187,CASH_OUT,57513.21,C100039576,310927.0,C2018087281,85507.42
4,719e71e2-3fa4-5e27-a987-f131148b8eb9,988856,45,DEBIT,2310.31,C1324556232,464507.05,C1860674229,99918.29
4,a9cabca0-9609-5821-86ae-8489089b4448,2410797,202,PAYMENT,13830.84,C1624563758,270678.56,M1137578701,0.0
4,b4aae99e-94f6-5629-b862-1981bce319d2,6154487,547,TRANSFER,598945.0,C1214149711,744292.0,C1042031111,3343513.31
4,6fd04887-a1bf-547d-b43c-81df396c7bfc,4374866,311,CASH_IN,262327.68,C1046380300,7762734.2,C369689689,2952257.62
4,8f49f6d7-184a-5101-a185-c5561a2d4d86,4972133,352,CASH_OUT,12584.3,C317054053,161349.0,C659701035,0.0
4,12ac1209-c23d-5d71-82ec-f349fe0072fb,3993908,298,DEBIT,3690.89,C929865727,12463.0,C9046088,15374.21
4,f8806739-dbfc-56a9-b03e-595dbeb60988,2959311,230,PAYMENT,35231.27,C2132152893,59910.0,M1567697624,0.0
4,ef16b679-aa39-5a25-8430-a3f4be76563f,3622969,274,TRANSFER,45922.61,C224109035,66322.0,C13860424,2151790.86
4,22f7e957-ac0b-575f-b24b-e832d58b10e9,2877551,227,CASH_IN,7575.71,C921457675,2619860.45,C1057529499,458699.85
4,9ec399a2-bf8b-5761-8e30-65604ed25109,4433141,322,CASH_OUT,109042.19,C60367247,185272.0,C730178541,243389.7
4,3b85d143-e148-5999-95e1-6af03148a3ce,3010653,232,DEBIT,2356.76,C762787399,12937.0,C294022330,76454.82
4,6ab70133-03a2-51bc-9e44-b26b06288ffc,2157183,184,PAYMENT,44572.64,C916880573,105732.54,M1911237142,0.0
4,ce406abb-77ab-5687-804d-ee31007c41e3,1047660,95,TRANSFER,145042.05,C745785096,793928.0,C1038202329,251286.71
4,3f5d0ef4-7d0c-5784-9114-5669e1a94ef1,2172993,185,CASH_IN,18289.43,C1636916731,50970.0,C1065493302,0.0
4,1c91a4b3-8e7a-5bf0-8a6f-6f00cf17fedc,4458021,323,CASH_OUT,113199.84,C1448685759,697733.0,C876332777,129927.64
4,5e7d4fa9-89b5-52fa-b436-237eabba8acb,3432406,256,DEBIT,11503.41,C1402963602,19928.0,C1166194514,480125.82
4,97d1a53d-59e5-5aec-925a-4f4be13c660e,2312361,188,PAYMENT,8773.06,C572442620,26428.98,M1767328824,0.0
4,a5d6c967-1dba-529c-9911-5b5407fbea54,5995101,422,TRANSFER,1857935.57,C707980152,1857935.57,C510333855,0.0
5,122118bd-1707-5e1c-9522-d9f0df13190e,1291135,135,CASH_IN,92664.78,C24464775,26941.0,C368380199,0.0
5,b1eb8a6c-70b8-57a1-8625-24378b2341ef,4815733,346,CASH_OUT,247762.84,C1538787594,270823.93,C2092747918,942422.7
5,96f3544a-a587-55e2-9e96-879383d8a2d7,2786330,215,DEBIT,2547.19,C135834782,210572.0,C77611658,765185.03
5,986e8860-7011-57c8-b78e-df72d99e1aa3,3863251,283,PAYMENT,13764.64,C493410823,599706.69,M1331973587,0.0
5,e34eaf54-508a-5e85-875a-7c2756f6841a,2396423,201,TRANSFER,162190.13,C1801396694,200377.0,C669037637,3728927.05
5,7eb964d8-e0d7-58b0-a92a-4f9f86c93fef,660455,36,CASH_IN,34550.1,C674825719,53789.0,C778895604,41999.0
5,e2fb3c12-5089-55ff-a7ca-758dea5b038d,676789,36,CASH_OUT,120156.09,C930288414,243144.0,C520462832,1351415.84
5,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1213917,133,DEBIT,5197.3,C1116300100,26292.0,C2067933676,121695.79
5,bb58e0f7-4ead-5563-a6d7-4ecc594f711f,442933,19,PAYMENT,12172.7,C952685941,308591.0,M1062167127,0.0
