transaction_id,type,split,rank_within_type_split,deterministic_rank_sha256
8f8b6290-b0b8-513d-a947-f50e7ab53fd1,CASH_IN,test,3,d1c3c3cb7ede7db0a2fcbd30fc8dd4ab221d927f9ff9a16a0df20e9e6c6933f5
2d874521-efe3-5204-a755-3101661d0f7b,CASH_IN,test,4,d56baefc9ede446bd484f490ef0c2870f853b96ed8c8333fb580714d284fc50b
4be9789c-fe30-5118-8299-2dd2d4c3f664,CASH_IN,test,5,d66f32cd9a4a801750ae53d51aeac51fb9dd7ae9aa1ad63542e72d5396fa6b25
9b23934a-4e1a-542c-805e-97ebece1bb7d,CASH_IN,test,6,d6cf494db1e3269262b5be17e3c28fcf24a42b5fe0526f72bd52cf10e3476ab9
8b504459-331b-511b-b2e9-104b013bde57,CASH_IN,test,7,db210dc36d262c1df76e4455f962747f3d00428aa492fd5ee6cb8dc83771bfac
81262be0-c054-51a4-aacf-4b2ebb53fa4d,CASH_IN,test,8,df18d79fe942c9caa19129a9290971e71da78308b08c910330b90234aaa34da0
11aebadb-66f8-5dad-b88f-38cf092fb1db,CASH_IN,test,9,e583e83023ca87f71c3a6f1bd783c64266cc1ec388e64e77a538c1244ee7f3d7
b8c86a0e-5220-569b-8a67-75ef35ae7b12,CASH_IN,test,10,e667ad9515b09b1a67b7e1ba749452b637e9a72f7e3813806f081ea09a9609c6
cd538cf9-b92b-586d-a372-060aff11f61a,CASH_IN,test,11,e6c00d82edbe13811de28c4e4ba08a9de1844b1e4090c2f500f27976f27c86d7
9b25f824-b287-5c77-87d3-48fe5318e3c6,CASH_IN,test,12,e74cf1feb0afcb5a83631af1ca708ed1c58e8e673ef4659ac194bf0d251a74ac
173f5dec-5495-58d6-8668-43d255c1c8b2,CASH_IN,test,13,e774372c080932d014a81ee6e8c5714e61635c77808957825dba290e646e54ff
4ff403bc-a62d-5ac2-9296-150e258211d7,CASH_IN,test,14,e789977e22747e8b302c941c7d6fc8f54a2eebafdb11484dcdeb987c90410a8c
0a621106-076a-5b26-9318-2ee62727e903,CASH_IN,test,15,e7b2592b586d0c7811c40af417f4dfab74aa682d2e104a45c97bbe888bfd6a1a
0a3f3df4-0b7b-54d1-af8d-ddb185924247,CASH_IN,test,16,e954d0e98a23298c7846cac1555b66b3e638e0dd39998dceac1a438899d5293d
d96539ad-53b2-5ebd-a594-5d581c3f4c5b,CASH_IN,test,17,ea688508137b7353ed0294534a517ece6fd0476d488390cc4a3f6b7e60e199c1
2ac27ae0-f91b-5a9c-ac42-ae4a2d80de4f,CASH_IN,test,18,ea80164a456e506497432417cb5a9580ef20a945b359808a503b77b38d6fb1ed
b713b459-f13c-58c8-bb6f-b626dcb6509a,CASH_IN,test,19,ecce477385cb561e2fa9907324e08cad26f19b9834dd11591caa40c4152d4daa
c82a869b-cc00-58ce-89ed-75f1512cc1fb,CASH_IN,test,20,efd4bbc40f6f9f6fccee95c674ae6a5befc4e1bf32b0d9ccf8f378f5d1083ac5
3aed643d-5062-5100-bf7e-5299ecd1fef5,CASH_IN,test,21,f246aee5bc9fa2f47da3792e6a5154d444a034019b126c96ef0082d8809b5b57
d6a8cfb2-cbcf-5152-b05e-40d1a364b2f1,CASH_IN,test,22,f28ab62a7fbfde15d093e05cf2260fc458d0edc0b21f7e6f7b5379eebe95fe9e
3e583b27-81f9-5b73-8b17-c22732c22818,CASH_IN,test,23,f46d614a163f5d4de3c3ee4558135142734ff6a507a92655b9363c2bac012faf
b79464f7-0fef-58ff-8364-cb452e4e706a,CASH_IN,test,24,f4baf6c635eb4fca473eb4606c2ce0b8557efea82b820c334bc84abd68947abb
36bd460a-f525-5113-82db-051a9777db22,CASH_IN,test,25,f53310ec7dc89f2224919134e966f24a91f923d85681bccce244724a121e0e5d
a425e4b3-b992-5be5-8e50-a375a50881a7,CASH_IN,test,26,f5416d4746860dfac8c92370a21293c34b6ffdcead072e4cbd0ea664f6d1e70e
102c72b9-e6af-5c40-9cf5-ccbafc6cdbb7,CASH_IN,test,27,f8e3051037498cda50ca4b18fb25aba7045acd95102f820dcc06d2efd1ee52d5
2848dc04-e834-524b-8a6c-571f17bd47b3,CASH_IN,test,28,f91491049a7fccc61d3dc90db48457308db6a0db5d0ab78a95b63969fe33c47e
d3c090cf-fb15-5756-8359-ec01fee90e27,CASH_IN,test,29,fe2adbd0f3e801df5cd9713a4aa70735eece50245a3671de39fff665407334ba
d8a18c69-2416-5c45-a0da-8c1de040768e,CASH_IN,test,30,feaa9f9a7b2c9e1f2792e38a9208e527dd7defd3f841e5eac5c78e22b9fadfa8
193d27d2-7329-5b7a-82be-a2c4e5a06c47,CASH_OUT,train,1,0026d6b350af5beefe5e3151ee550cc48a1f358a16d6a9c36285d29806d19d1d
4e076bd8-c0dc-57f1-93c4-269e95a4cb8d,CASH_OUT,train,2,0039e3d1a19c6cfa2d0a06906b0d49692bbbbbe49f332c620b94e39fdadc6986
60f6c6a6-3f90-5c95-b133-fb89f511778b,CASH_OUT,train,3,02ae7041fdbde62249a27867de81cbdd0a56a12b8f9a8dc60c96f33a4fedbdff
e8d558c5-255d-52ab-8856-761a19abf2e0,CASH_OUT,train,4,05344e0f564069cac099c81b83b81312f07a0b2fb83eaa6e8b639e303bd36dc6
5dc38dc4-d7f7-5eb5-9ea1-a87aed08aeff,CASH_OUT,train,5,062ff8817467c9e0d2800fbbe588dc4d9ef07f6c90851180a4f55059772f35e9
4657cfb6-f0e3-5e55-826a-0ed9c60011ed,CASH_OUT,train,6,06a777dd5c12c1d349379ab84c0334690389f858b693c999c647e22fdec7cad4
6f36a8e1-2b1c-5d10-94a5-ee642d681fe6,CASH_OUT,train,7,06c14c7f9dd77a0bcdf871b7dfc348af10ff3cd38a2ce99cb917ccb314a20183
7f09813e-5503-5372-b7f6-6cd052c134c2,CASH_OUT,train,8,06e4637ad794ea8db22a8ce402e35bf83c931e8e26819101685f9e66841bf041
2e1b4eba-37ce-5d1a-9a3c-40677efa55ce,CASH_OUT,train,9,0869b1fda4a8d522aff51cd0de4eff532d5673bf0380df932eb5f0d12ef6d083
68494fb0-9e88-5576-af76-a17a16452965,CASH_OUT,train,10,0aa8eef72e604ff09c4de11da60c990eb20bcad61397c647501fcf0cb6b50aed
3202960b-2340-5c6b-beb1-f97e53d3a33c,CASH_OUT,train,11,0af442c1dcf1559a2612bfa3149d86aa8935d9438b414617cd380278e7074341
0b1b6c93-e198-5fe7-8c52-ce99b8aa8761,CASH_OUT,train,12,0b8983f4b6b88d0cdb8a2db4d399d8f7470daadbaa1f571bfc0300e0f02ad1cf
b1eb8a6c-70b8-57a1-8625-24378b2341ef,CASH_OUT,train,13,0ed06eb757fc2a10dcab85f71a2bccb4321391b1ac43db4f61ee7e629cb526da
d5f690c2-08fb-5b8f-976c-a6005f833eaf,CASH_OUT,train,14,0f9cbd782e01648f11d1d39b038b8692b3069f8f00743fdf028cf5e8fa00d1c0
f77ebe58-5bbe-5332-a66a-ec2e3f8a5c24,CASH_OUT,train,15,128bb75e7569015bacce5e3c020d61153fbd23998bd606966dbf22e399744ee6
9d46934f-5130-5bf7-9bfa-e55d9e84e58b,CASH_OUT,train,16,1652d77d6e949275698f525f8ee428845034840d27556f6e475b33ef77692290
205bedf2-553d-5d61-85bc-40b67037f983,CASH_OUT,train,17,165d1d9a5fa40ef0f43e0f8a459efec12b3c0cdc294598f3be3921571935eb7a
dc9791e0-cb42-5271-bdad-93b8230dd161,CASH_OUT,train,18,1852b5774da36059412f96d22f31d932463f611905f80c8972a7a14a72b8a936
29282cd1-fa1d-509b-9bca-ac0eca48c93b,CASH_OUT,train,19,190526302d751d10d98ba643d7f040cc26eef64c37c8ae8e7302b6bff19908aa
b7e586fd-8a89-5464-b0a7-b1e3b6a12f47,CASH_OUT,train,20,1947bc3bb47eccbc10a22324097477e204cf657875fcad419e2802e820e09cd5
aec0ed2f-99e9-595e-952d-c532d30e990a,CASH_OUT,train,21,1ad6f920f1962ce35c3d6b2e1651587f553c02b63af137858ce3fd4a04413560
47e9e27b-4a99-5ecb-af0f-eabb7d128a52,CASH_OUT,train,22,1d0309c1fa6c51382c7fa348b02540e46729fc30630b9c4366be583390542b4b
450f03da-a2a1-5458-b553-207ac44a4375,CASH_OUT,train,23,1d3ab49f2ab5996531a1d80c95ffd907cf9fe5e7132b7432894b4564469aebfe
ed7cb430-ff65-515f-ada3-96b92f708940,CASH_OUT,train,24,1df04bef90f63e86a43ccbafa39cadbe6a5c9c6ab14cafda9239289049128c4d
3bb364bf-9182-5063-b60d-50802b3e35ff,CASH_OUT,train,25,1ebbc571e4cf7dfdd182e0a1f1fe0b294925f6bbc865af4db30e2ecc9f748e93
8e361a09-2657-57d1-ae2b-bd310b9bc17a,CASH_OUT,train,26,1fcf8b361cda02dc9201926dd03c05bcd68fe43f68aa11606e6a1f2d0db6141a
fc4f51b1-461b-56ff-a12c-f09fe147aefd,CASH_OUT,train,27,24bc013d8769d0f759aafc554fa5fc2e7c350717f7696e626dcbb8b835295f78
e8385053-187e-517c-8b08-c4093dce2140,CASH_OUT,train,28,24ebfdaf6ab0b159f97d9757d8cd666ffd276bbf738f48cec146f3a962a40dcf
f8e4cf15-76c2-54c0-9c6d-4aec55bd406d,CASH_OUT,train,29,27c69650476cf75059d8f29c13018f7ca3c740f572a1331deff400af0c41e458
75737d86-c843-5f30-9599-59bf503ce377,CASH_OUT,train,30,2cdc64bb6285dab86112f520a340e20a365dca72fdf005a1d562972253889f93
936d0d2b-408f-5586-8f6d-16aa87452b75,CASH_OUT,train,31,2ef8ba7a47b5c8bceb7e5bd581448b4406177793c05ce88e60fba1258d76d7fd
38afc6be-6778-54ae-9b18-4020b0941ce1,CASH_OUT,train,32,2f794c7a0f01ea5132687d34b59c964b429a7c458eafa49fb59e80606dccefac
5baa184a-7598-5583-9a53-53c4490596ee,CASH_OUT,train,33,302453cd524c60eb28c25130eb56e508104069f3c20ed1b749620b30eae7cd5f
85571f4c-f855-5abd-9844-759e6e74bb65,CASH_OUT,train,34,30843e8b10a7723099ef4866f1ee8186bbf48d9141f93d4884ea84e666311b1b
a0ce8ab0-322b-518e-a6c0-530311cf09ca,CASH_OUT,train,35,30fb33ac162afbcbbdf3087f70059e8d41742c123b5b7eedbf3e4fbce0807c95
c18feb74-9a11-5eee-a0f1-8f1b86d994a6,CASH_OUT,train,36,3121368e40068ffbde15917201d34becba5d06ba428204b36a26a1ba60616cad
451e25a7-5df0-5f51-84ce-104e5ebd748e,CASH_OUT,train,37,3277763e8f6a8c11f515d2f3fc6d973a73e83203591f4834145de0729baafd25
24897818-2c71-5573-a17b-c7596e94bc4e,CASH_OUT,train,38,33e9257af77c1de8eda4e1f45bc2f6aebb2fca3d52cd90184d7b15bd6d028382
3ee89359-b9b5-5aa0-811c-bde4275cce10,CASH_OUT,train,39,33f0766c506d5881757fbcc02a1faf296d236def0e46dcb1de1be3f9eddd6477
59c5ec8a-0492-5718-a4d7-f227cccc32fe,CASH_OUT,train,40,341c8f24e16871d48356fb579861a022229d444456299ab109e29842cb68642e
abe82e31-48fb-5a3b-9995-30360cca662f,CASH_OUT,train,41,379b4bb28d43c5e9e49b4a365347719963dbef67b63605f9d975a25b75ff2436
fc335993-7e2c-5ea7-9d08-16796418d3ee,CASH_OUT,train,42,387eed233f9bc43f66a42e6c2f2a33a4285523c2c4ab6ecdbc48730020e8a19c
2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,CASH_OUT,train,43,38ca4f3bc2c91716d656946b8ec7aaf5894fd2cf9dc07a5eed48d080dcb28e99
b80ec609-6429-5f05-8cd8-753acb4bbbb1,CASH_OUT,train,44,39105364e4d397b53b1f672ebe2c15728ee3c3b496d70da885a6b3010e9e52cc
560a78dd-0bf6-5783-a15c-e3d10bcf3ba7,CASH_OUT,train,45,3aa97a599a31fb58b7140e1ee57a69a2fb7d8f9df5329247f9175be050dc8981
203f57be-2e8b-5fb6-99a1-74ba85ecd0d3,CASH_OUT,train,46,3ac5459497314941f0e1b057a163235d3bc7eccc4a272fdb218d646750064c34
8b205bd2-fb07-5ee7-8aa7-63179e4b45ea,CASH_OUT,train,47,3c25342d386f37ac7503b0a397d41c7d554b7a2ced40ce748fd5298334e4b9fc
35d1cc07-98f9-5f64-9129-0e64179d3650,CASH_OUT,train,48,3c8738468cc3cef9db098d4482c1fbfebd3b1a4223bbc611625c52b29d2e36b9
1d3b687c-0475-5ea3-bdb3-c18d5515fabf,CASH_OUT,train,49,3db0831e736ac676af91c84528915658c1fb550f35dc6f8c11ecf57648ee592d
9c6b692f-47aa-5698-904a-cde86fc6919e,CASH_OUT,train,50,3dcf41e11f824ad8ad5ff535f47b35d8cd7abb9cd847d6f06c107b7b0a2383e7
03c2d846-b2d7-57e1-8ffc-2c800782ab44,CASH_OUT,train,51,4150993e82c659d91dd4cd99258eba5e017a8b7fa7acdf2eebf3e682843c7028
fa01e9b5-9514-5f56-a8c1-8a1e87b7df07,CASH_OUT,train,52,4167b706511374da81d2e75e1216430cacd8fc0537daefddacbfcddc1996d3b2
c8f5f6bf-9d0d-539d-b72f-5309df25cc9b,CASH_OUT,train,53,41bdbe6b7003ecfde1c30bcee6fcdcc5b5035c72c3237eb997fc77e2417c40bb
5086e784-7196-5863-9b8a-c925cce0b513,CASH_OUT,train,54,41e7b913ed1ca1e2064b95d164c26effd039054c9f87a9b7af1648e01d41732e
71d2a63d-3b9d-53ae-ad85-31c6a9a7a391,CASH_OUT,train,55,428ce482c6b3d9b1110ba1bbed377e8262c5824ffc9e80ec45d04c2ad34b51ab
2673d003-770b-5f1b-b738-748a9c1028c9,CASH_OUT,train,56,43bed8eb5def3e0f5e09e7fd424f08e98d478c929ff62a55c237e254fda18a13
07960d88-70bc-5a15-bc6d-8b89673096e9,CASH_OUT,train,57,45d04a37b8cabda2f1bfb74a480f89225b00377088a5c062b6b452ab8f4dbaeb
3781aa85-9c1e-52ee-a4ae-58b0fcbf8fd8,CASH_OUT,train,58,464d290673079067e04ba60e330ad519224ab66a091433d0eec7535663d2b8e1
38876450-a360-584e-a401-49ede2d5a5ae,CASH_OUT,train,59,49d79130aeadc593a03614ab9f8027f4fe653e5fd3f0372808313c91232760b9
4a4dcb91-10af-5c4a-9af7-6655ec54a4c0,CASH_OUT,train,60,4f0581282e695d8a236243e0c00a2186c5cb43671b803f43f47f5151c2282ca2
5e7e1664-67bf-5efc-a286-7f1b9bdc20a0,CASH_OUT,train,61,4f1d49d5044977627b55914e94bbe2402631e1e9650873738be4dc7dd98c052a
cae39dbd-1934-5239-b37c-edef8dcf93a4,CASH_OUT,train,62,514ca23f1dbe273a41171d008c770cfc9d04d905cb57e66fa1778b01c185e22a
0d16b314-ccdd-53d5-91dc-8cead500f4c4,CASH_OUT,train,63,5150b51176244a4f98619c2e9b3b32a0b5ac7161bf8e7b21b4e6a85b777a82cc
c0465242-52ac-554e-9b56-eaad4ad49be8,CASH_OUT,train,64,51a6715c66e2e5406647526c2a5e7a9822364f6ccf3b689a4b4064b5c4429282
578a0cb7-eb86-557c-a856-370b35f15697,CASH_OUT,train,65,52be6921bc6e7772f1615e906fa96bd08715e5c9d8f8d1127764a0011cbb29c8
fb387346-109e-5a4e-91b9-3e5b6ef2eb10,CASH_OUT,train,66,5383a4f33b6597662924c3938a1dce01894ce383e99509fe47f1b668fa02852a
3056b961-e4e3-5b45-8b11-9ba18bda6832,CASH_OUT,train,67,547119fd9ababb362fd9d12eae1c03d0782823d4b0be198ff05c3c496f045c53
51bf61fc-4bef-5a0b-ba3a-db560b7c15ae,CASH_OUT,train,68,54b3cfacf3fc69334ba52ea50c9f699f13852f40be60a400f7e81e403777edfd
ba45010d-13f0-5186-ab4b-f4b6c594994d,CASH_OUT,train,69,56d1decf4e8d21e82f1382c0437626ede1e63a2ca131854397cc1b681d15c2c9
b64c90b4-7f83-53eb-bea9-c9faf11f7e51,CASH_OUT,train,70,56dd21eaa9f442b60a77f88af9e6e5d0e860aac3f0d5a22c1a7aa1ee124bf5cc
ad5abe7b-2ddd-590e-8680-03f70cf81445,CASH_OUT,train,71,5717843c9828bb513931313f50a37ba1ef9071d382b52836ad56bcb0e17b4403
5ecc8159-9db9-5f02-ab6d-9d0586f40caf,CASH_OUT,train,72,58be639eb40febc26ed24e1a8fafacac6411a7e513f0e419074a48020124a285
aa1a8a90-0a13-53f1-8979-4d94d5c9c16a,CASH_OUT,train,73,5b0b518b959b5b4ff8e58f1a9917edf6b4ba0481682190ff1a1a583f8d0db3cf
601e45bb-5c41-5b8c-a3be-ebceef7a904a,CASH_OUT,train,74,5bdde7efb77c109f2a37f630139c7833d1f044ba0796eec369f2d382d94a792c
1d620def-950c-5657-80e7-9cc476dd6d8b,CASH_OUT,train,75,5e43dfbb39d7c13202a432866d96d8fbc1c2fd4f026092558ab951598cc317a2
08d70150-f884-57a0-933c-1f31c5bcee5f,CASH_OUT,train,76,5f04d84c374dd2a1787bb42b3215e87a8d8189f397f9b128d8fffd4692212cb6
efa58933-8fe6-5c78-903f-81efd3422e1c,CASH_OUT,train,77,5f30a087c1a72165203d319b80232977523fed12b80ee0188a468e0d1a4540fd
4803e211-29c2-5222-b550-2af225cff654,CASH_OUT,train,78,603ff3b5478f7826c25d1d1f8c3648176a6571cb8d44963f8c2b57bd1ef4cc45
9afd9b6b-4e8d-516f-8dc2-b6e0ccd98066,CASH_OUT,train,79,6186f4760cbe2326787dc11b7f60c9c0d11079ea63999e62235a552641ef61bf
aa8dcc99-bbaf-547e-97c7-cca992af11df,CASH_OUT,train,80,619429ea49e22c32d757247c594193a6b1ea5cb025bab62e6a12e53a46702ac8
6daa6f16-2a66-547a-a6f4-dd9139c65937,CASH_OUT,train,81,61e4e1992ca3b56b6a0959d6a05c4b797be5ec96a1ea25d0839b08df6f675020
2b7495fe-5b41-54ab-a779-3ac6d858464a,CASH_OUT,train,82,620c4ccccac858e124e6d4575dae432cdadf71a8ff647f8027db8fcdd06423af
db8e84ac-e867-5d49-91dd-beb2e850b6e1,CASH_OUT,train,83,63a226cbe17b2ea4f323d557282ac4e3e1e371de516d6e70be82ef8023f8c8cb
2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,CASH_OUT,train,84,642abd160dbc00d4296b70dafca1de41e791635d110123140789b6125d9715ba
943acf73-4ed5-5fa1-b0ae-574caf96b0f9,CASH_OUT,train,85,65e070829b52a4f35ad3a7f363f84828edd196f16b6ae46cfc756c8a4da2f3bc
5cd063e2-d56b-5df1-8b02-fad4bbef6579,CASH_OUT,train,86,6bedd04a992db56e81c41ea1091d2b1d7b7820e02dc7329482dc4af33b9db036
5a3737c3-fbb2-5b5a-8d7e-25bec66df710,CASH_OUT,train,87,6f68328f7b89f5573d1eb1e7589fef2d12b810496aab6980763b21aac8d3b2c0
07b89b9e-50a4-5022-8e6d-b89b3f761a1c,CASH_OUT,train,88,6ff6abd93e593da2f78fac32b7be83123e2a654482465a0e044d69bfb78eb35e
ca4a33b6-2fb7-5bf4-ac8c-116bc042829b,CASH_OUT,train,89,701f89f4f24af70f6d0770af7c92de2a2ecc7ae350adbe3bd7879a337b153c9e
6d77ce42-ee3d-52e7-a730-0c5a13f9d36c,CASH_OUT,train,90,723bd50c3e3503741a18786964c7c603f15c2593a5757593ecf4f71abcd9465b
baec240f-3623-5910-b9d9-04d4d312b497,CASH_OUT,train,91,736123a81a9465ab095addba8939942f0fcc398aeffbe04df285c25c4e0b121c
a0b8c4d4-1c80-5815-a35e-2ee19c04c355,CASH_OUT,train,92,74e8cc5e2f79b9149bd2dfa78af9be6ddb70d494de0c6f6582e8469e337b99fb
cd3612ce-0917-50d8-b86d-fba3445f438b,CASH_OUT,train,93,757d58efaff0fb4f1cab1fc7c477781fbea8b5a61de9da9d7cf2fc6515776471
f4f32447-5f63-5faa-9fc4-9fe1fdadb2dc,CASH_OUT,train,94,7790220a29e287033ef6ceac64580eadaa6bf0dcecb72a0c92d08111ff76e9b7
ce4d05dd-5da3-5c4a-990a-680e33731052,CASH_OUT,train,95,7926ed77e89e4668c4b5ffd740139fac4a5a8ba45c19325e923b770e927677cf
dbf8ab89-42fe-5e99-81da-3b429536875a,CASH_OUT,train,96,79652ebdcdeb794b53d091e3c339ec7bbfd05e13fa40e5be4062c85394619127
5cab488c-fc87-590e-b92b-f6a390a28e7b,CASH_OUT,train,97,79b4537f6de838a98d6cd01cb10358ba3c64e5867328ba6b8b9cd74177422708
2182c8ab-233e-5794-bf9a-b805cccd087f,CASH_OUT,train,98,7e11d13c8e33c693203902bf6543ef2a68ac42aba3ad2148f399d07ec0674fa4
91a0fba3-5737-52a4-a0f3-38b230f084f1,CASH_OUT,train,99,7f1dad5e5d6d79bc09123f188dd34abf918e16783ce46795531905ca0b9ac7a8
8d909b4f-7dfe-54ea-bfd7-0dcfa152de20,CASH_OUT,train,100,7fafbf771041766a15aa3b4810fa42034656755edc2e2779e4581c5e3bcfd5fd
808e7265-2594-54dc-915c-45d07d357596,CASH_OUT,train,101,820b07c084c6be0a445b39bcfd9ffb5c3e65f6ef630c53aabf638e135bc609c0
69255752-01f2-5929-980b-b973df07ec40,CASH_OUT,train,102,837502e8f5807badfae16462e8dbd19cf22204da69faf3740cc354c88fc147f2
aa5b385a-4129-5a0c-8d6f-f6ea9da0b373,CASH_OUT,train,103,84b76697dbc1abb3d99311efe4bfb7da840493fe70454ff27ae5971018992296
e8223e3a-8a85-54bf-a4a2-aaf29275212e,CASH_OUT,train,104,85a97a266df7488fc5ebcddcf61f2a9ecd6c61ae50bd6b9bb2ffa9c5a40fb9be
18970099-0877-505c-abd4-294473da83f6,CASH_OUT,train,105,85da808d97067483b5043eb2be23bef2d7289b324fb67465d52e8bbc7004b33f
992571fc-b242-505e-8014-6eeccd6e0196,CASH_OUT,train,106,865d1f3b034031fce93a31cc9b1a2bdc3d1f77a80a2047de755400b4e75e3d49
b294501f-7594-580c-8d25-7ffd71aeeec7,CASH_OUT,train,107,884b184a7db741f0a2e6aee15b023639ceba9fa84d2fc23dee20c429d5e93565
743829b9-3a0f-5607-b42b-5e604862cfbc,CASH_OUT,train,108,89059620258ef6249be60519fb82aed74b0f6a622dc22fb0917df6f7102b4fef
f69d0c2c-e636-5588-a995-694008581f29,CASH_OUT,train,109,897a74a31b981263a70bf088a8a8a26baa7663643f1fdcf267b8d1343e8fe9e8
46a1d0ac-b37c-5c1a-bdf4-cbdfa55a5393,CASH_OUT,train,110,8a9b5f8480678f3e544fcbf6158f288a8ed3b5041d0a2f7956a26cbccea7fb70
e8bd2556-4d56-5a15-9831-db93ac828a60,CASH_OUT,train,111,8ae995508ab2e67544fda49b9ccfa3321ecb19e49354be46bdd4123ea4f7789a
ebb37b20-0a13-57a8-8655-3d2e47c92a76,CASH_OUT,train,112,8d8c9d7f8f839e36845a7b23b508e9a8df0ea1cbc9d5686a67953e1b7be7cd87
048c2934-3022-5d0d-a6ea-c03796b449ed,CASH_OUT,train,113,8ddebc66fa58becd7b97e741921f7fa81e20f3217df2ab48bc012315db69edf6
ba1ce7e7-eaed-5afe-b3a2-32983ea382f1,CASH_OUT,train,114,8fafdcdaf9c23a6d272aa64fe5f8d617fc6adc3e0d624cb35e95f83931e88e6b
8f49f6d7-184a-5101-a185-c5561a2d4d86,CASH_OUT,train,115,9028cae477c1f13bcc03c9d921f1e9f7b19f1d7446e2bd23f367920b5ff1edac
a2e41c81-bc64-5321-b13c-eea35966680b,CASH_OUT,train,116,916e8dc1846d7cd3117d70d77c5586aadfd3c7b1802f081b828c3f42f7528a4f
2b951803-a57d-5612-a681-262ebe76eb44,CASH_OUT,train,117,94918882ab80f776cd084124301027d757615d2c012af729cb743fe06cc7c730
44f656d8-f789-50ff-8192-036516dc5a30,CASH_OUT,train,118,94fb0c87be468caeed22fff48f51645ef0a0d8a2f3c50b54b6fc6386ab082026
91728ed0-836a-50f3-a85c-d4c184b6f50d,CASH_OUT,train,119,962cd5e85411b8352c4ba24c09ead7a8e3ef9e9bd665cf29f275d20d653290f6
f4d15ad2-297e-5735-a75b-70fb410cf209,CASH_OUT,train,120,99000e470fbea6c032fb7cdc97511e69710a0484996a44159914406e0dfee0b0
1eae0c5e-b84b-5a44-97f4-2c5c3fa03d68,CASH_OUT,train,121,999be9fa964409f1e31e28dfd18f832ba63d4dcd3eb1520c95486dac9019e7fd
9689c7c7-318b-5d54-9773-0803a2012cad,CASH_OUT,train,122,99bd0c28227e150d7d04dd5eff91d98b4ee05828d1a27c4ab6afac16f4e22e4b
819df10f-978a-5635-8121-5e8d3bbc0eef,CASH_OUT,train,123,99e3ea21b32b53e9fc34d0e9008dd129a3ec820d853af80af5e3be832addb6ee
ccf0bbb9-7374-5d59-93dd-c1f124da5a97,CASH_OUT,train,124,9ba4dda0b93880a03e2d2c411dd3402a3656a52a9d548e5fbd46a5c16634d426
2edc9143-e848-5790-a928-f3b25a763c8b,CASH_OUT,train,125,9e9099ce998371758183baaefb7f77ae11f53268ac644fcf0d4f30b17e0594aa
c0647620-66cd-55c3-b31c-266221b93229,CASH_OUT,train,126,9f4cffb63b913062ce431ba23ceef69a8c6ef64dd5012caa25c6fd2a7db1381d
283d3ac1-0eea-511e-a299-dec6962743ba,CASH_OUT,train,127,9f83c794b9fc95e831aa2d4f396e8a4096e7bc0aad892ab669d5ab8578ec9238
d84f751a-fb4d-5cfb-bf3a-818a5341f566,CASH_OUT,train,128,a08fe6f25abb9a0371a6e00074a1eb42a686d224e93dd1aefb80e0b5079cb471
cbcd20d3-5f8d-5b26-81fe-a86ebaba2342,CASH_OUT,train,129,a23a71111e128764c885c7cd0432cf4772ce235155b5b7295409957fad414bb2
2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,CASH_OUT,train,130,a24cb0ab807dbcdcb1650aee04772f302f8079acc22fba85d3c161cd361e6361
ace1785c-7976-5906-94cd-7566a757c4d5,CASH_OUT,train,131,a3707b116cf1231b481480f8a7777768b0baacb9b77c497013bc22f6bcd4bb44
2bc16360-50db-5aee-a61b-29068ec46191,CASH_OUT,train,132,a4d41f2c4803952ea9ea47d125fe46e27c3e8195f8c042f69dc77e02916c9343
cf2b44e7-6e44-5fc4-a07c-a0d56394fdc7,CASH_OUT,train,133,a5ae9f018140be8abb7275ab23fc4e6cfa8e2c973a189aa31d6fefe0204fa129
265e4888-dd8e-55a1-87f4-ce90d23a768c,CASH_OUT,train,134,a60dbe5202e4268031a72de8fb805be2ffaf3184f6986f133e39ee4b649b8db3
9af94d4a-e836-5454-94f2-56ad69ebd2f4,CASH_OUT,train,135,a997f83fb8974050b8094d10a87fe26e0194e41acc86f4ab5b16ba14a93345b8
f684ff1e-23cb-5383-a026-639d3cdf7002,CASH_OUT,train,136,ab814bbb3ca027037299087ff1384002234a8cd335396c4503dd7fcdab233775
174a421a-ff17-5579-b9a9-1eaf6ceff1cb,CASH_OUT,train,137,ab8e95f4687a346ed4af19d1255004f0d056af5e2da529abb0eb9af2edf2c490
9c33b426-29d0-51bf-aedd-3fa924d4cc2c,CASH_OUT,train,138,b35281fd31a456d47b6e271c4a77e239eb9011d1b165963e7633dc7902da5dc6
12e33a49-5163-501c-a70e-c442ef7c445a,CASH_OUT,train,139,b500eef492083f8b653d9e1cbfdc5b5a3e43f3002f4dcd57b5138b79575d307a
705b0bd9-1f66-501b-81a5-e14f5aa389d0,CASH_OUT,train,140,b6ba6e95133a1500fc877e86a448fa3a54d310d1a10d8ab37fc40a0d7bae924f
40c420b7-24b5-5a35-9917-7b8e9caa078f,CASH_OUT,validation,1,b6ee02797b4a8d7841abe4d0ec5272d9e0f39694ed784b4abf667b70ae61952a
a4f812ce-f00c-54e2-bbec-cf29ba788286,CASH_OUT,validation,2,b7a1f599d5c20db0b3ea7aa34da23561c1c3030ce655f5ea1968971f63546d0c
