split,transaction_id,state_replica,type,node_profile,active_workers,queue_length,simulator_regime,service_time_ms,actual_queue_wait_ms,completion_time_ms
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,2,CASH_IN,High,5,0,normal,22.470312,0.0,22.470312
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,0,CASH_IN,Low,9,0,normal,36.338176,0.0,36.338176
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,1,CASH_IN,Low,2,0,idle,36.338176,0.0,36.338176
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,2,CASH_IN,Low,8,0,normal,36.338176,0.0,36.338176
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,0,CASH_IN,Medium,10,27,surge,29.410263,112.11504904749539,141.5253120474954
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,1,CASH_IN,Medium,10,0,busy,29.410263,2.269663093630603,31.679926093630602
train,2460f192-8a40-5a1b-b3d7-f3da9a6294ea,2,CASH_IN,Medium,10,5,busy,29.410263,24.4521793399991,53.8624423399991
train,24897818-2c71-5573-a17b-c7596e94bc4e,0,CASH_OUT,High,2,0,idle,29.55279,0.0,29.55279
train,24897818-2c71-5573-a17b-c7596e94bc4e,1,CASH_OUT,High,10,9,busy,29.55279,27.45397891346336,57.00676891346336
train,24897818-2c71-5573-a17b-c7596e94bc4e,2,CASH_OUT,High,6,0,normal,29.55279,0.0,29.55279
train,24897818-2c71-5573-a17b-c7596e94bc4e,0,CASH_OUT,Low,10,2,busy,48.547107,11.789625544128972,60.33673254412897
train,24897818-2c71-5573-a17b-c7596e94bc4e,1,CASH_OUT,Low,10,2,busy,48.547107,5.95507650126612,54.50218350126612
train,24897818-2c71-5573-a17b-c7596e94bc4e,2,CASH_OUT,Low,0,0,idle,48.547107,0.0,48.547107
train,24897818-2c71-5573-a17b-c7596e94bc4e,0,CASH_OUT,Medium,1,0,idle,37.320882,0.0,37.320882
train,24897818-2c71-5573-a17b-c7596e94bc4e,1,CASH_OUT,Medium,5,0,normal,37.320882,0.0,37.320882
train,24897818-2c71-5573-a17b-c7596e94bc4e,2,CASH_OUT,Medium,2,0,idle,37.320882,0.0,37.320882
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,0,PAYMENT,High,4,0,idle,25.376708,0.0,25.376708
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,1,PAYMENT,High,10,17,surge,25.376708,42.96945253730803,68.34616053730804
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,2,PAYMENT,High,10,8,busy,25.376708,23.829574254008946,49.20628225400895
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,0,PAYMENT,Low,4,0,idle,39.676986,0.0,39.676986
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,1,PAYMENT,Low,4,0,idle,39.676986,0.0,39.676986
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,2,PAYMENT,Low,0,0,idle,39.676986,0.0,39.676986
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,0,PAYMENT,Medium,6,0,normal,31.259021,0.0,31.259021
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,1,PAYMENT,Medium,10,7,busy,31.259021,26.263745353893245,57.522766353893246
train,24e0142f-f228-502b-94c9-4c72ad8d53e0,2,PAYMENT,Medium,10,1,busy,31.259021,3.2298977365398684,34.48891873653987
train,24e99fc4-e985-5c76-a39c-3790a00e9184,0,PAYMENT,High,10,10,busy,24.434293,30.076890116883217,54.51118311688322
train,24e99fc4-e985-5c76-a39c-3790a00e9184,1,PAYMENT,High,6,0,normal,24.434293,0.0,24.434293
train,24e99fc4-e985-5c76-a39c-3790a00e9184,2,PAYMENT,High,10,0,busy,24.434293,1.299307364819919,25.73360036481992
train,24e99fc4-e985-5c76-a39c-3790a00e9184,0,PAYMENT,Low,8,0,normal,41.08248,0.0,41.08248
train,24e99fc4-e985-5c76-a39c-3790a00e9184,1,PAYMENT,Low,5,0,normal,41.08248,0.0,41.08248
train,24e99fc4-e985-5c76-a39c-3790a00e9184,2,PAYMENT,Low,10,2,busy,41.08248,10.566553806125809,51.64903380612581
train,24e99fc4-e985-5c76-a39c-3790a00e9184,0,PAYMENT,Medium,6,0,normal,32.821712,0.0,32.821712
train,24e99fc4-e985-5c76-a39c-3790a00e9184,1,PAYMENT,Medium,7,0,normal,32.821712,0.0,32.821712
train,24e99fc4-e985-5c76-a39c-3790a00e9184,2,PAYMENT,Medium,10,9,busy,32.821712,32.46484468961808,65.28655668961808
train,25897c4f-10c0-567d-bec4-4239ab833b1a,0,TRANSFER,High,10,24,surge,34.100292,62.54530807163786,96.64560007163786
train,25897c4f-10c0-567d-bec4-4239ab833b1a,1,TRANSFER,High,3,0,idle,34.100292,0.0,34.100292
train,25897c4f-10c0-567d-bec4-4239ab833b1a,2,TRANSFER,High,0,0,idle,34.100292,0.0,34.100292
train,25897c4f-10c0-567d-bec4-4239ab833b1a,0,TRANSFER,Low,8,0,normal,56.361402,0.0,56.361402
train,25897c4f-10c0-567d-bec4-4239ab833b1a,1,TRANSFER,Low,7,0,normal,56.361402,0.0,56.361402
train,25897c4f-10c0-567d-bec4-4239ab833b1a,2,TRANSFER,Low,10,11,surge,56.361402,56.12797670006839,112.48937870006839
train,25897c4f-10c0-567d-bec4-4239ab833b1a,0,TRANSFER,Medium,2,0,idle,44.099382,0.0,44.099382
train,25897c4f-10c0-567d-bec4-4239ab833b1a,1,TRANSFER,Medium,9,0,normal,44.099382,0.0,44.099382
train,25897c4f-10c0-567d-bec4-4239ab833b1a,2,TRANSFER,Medium,10,15,surge,44.099382,62.297392233711406,106.3967742337114
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,0,DEBIT,High,9,0,normal,32.865083,0.0,32.865083
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,1,DEBIT,High,7,0,normal,32.865083,0.0,32.865083
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,2,DEBIT,High,3,0,idle,32.865083,0.0,32.865083
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,0,DEBIT,Low,10,8,busy,51.614755,43.77668250241501,95.39143750241502
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,1,DEBIT,Low,2,0,idle,51.614755,0.0,51.614755
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,2,DEBIT,Low,5,0,normal,51.614755,0.0,51.614755
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,0,DEBIT,Medium,10,7,busy,40.851936,21.177891282242555,62.02982728224256
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,1,DEBIT,Medium,7,0,normal,40.851936,0.0,40.851936
train,260ddc4b-781d-51f7-82c7-b79f8cc3b60d,2,DEBIT,Medium,2,0,idle,40.851936,0.0,40.851936
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,0,CASH_OUT,High,10,5,busy,27.559041,9.42863205276413,36.98767305276413
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,1,CASH_OUT,High,10,6,busy,27.559041,10.15566213259666,37.71470313259666
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,2,CASH_OUT,High,0,0,idle,27.559041,0.0,27.559041
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,0,CASH_OUT,Low,10,30,surge,44.42498,146.20739757627533,190.63237757627533
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,1,CASH_OUT,Low,5,0,normal,44.42498,0.0,44.42498
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,2,CASH_OUT,Low,1,0,idle,44.42498,0.0,44.42498
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,0,CASH_OUT,Medium,9,0,normal,36.413756,0.0,36.413756
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,1,CASH_OUT,Medium,9,0,normal,36.413756,0.0,36.413756
train,265e4888-dd8e-55a1-87f4-ce90d23a768c,2,CASH_OUT,Medium,10,2,busy,36.413756,7.11135766969397,43.52511366969397
train,2673d003-770b-5f1b-b738-748a9c1028c9,0,CASH_OUT,High,10,9,busy,27.358539,27.966490557802217,55.32502955780222
train,2673d003-770b-5f1b-b738-748a9c1028c9,1,CASH_OUT,High,10,3,busy,27.358539,13.821253750520102,41.1797927505201
train,2673d003-770b-5f1b-b738-748a9c1028c9,2,CASH_OUT,High,10,10,busy,27.358539,33.22445551127964,60.582994511279644
train,2673d003-770b-5f1b-b738-748a9c1028c9,0,CASH_OUT,Low,5,0,normal,47.066017,0.0,47.066017
train,2673d003-770b-5f1b-b738-748a9c1028c9,1,CASH_OUT,Low,10,3,busy,47.066017,19.351137083662966,66.41715408366296
train,2673d003-770b-5f1b-b738-748a9c1028c9,2,CASH_OUT,Low,6,0,normal,47.066017,0.0,47.066017
train,2673d003-770b-5f1b-b738-748a9c1028c9,0,CASH_OUT,Medium,5,0,normal,37.032992,0.0,37.032992
train,2673d003-770b-5f1b-b738-748a9c1028c9,1,CASH_OUT,Medium,8,0,normal,37.032992,0.0,37.032992
train,2673d003-770b-5f1b-b738-748a9c1028c9,2,CASH_OUT,Medium,10,8,busy,37.032992,33.98947626585125,71.02246826585124
train,2691afbd-411c-5c58-8821-16c9bf02fc55,0,TRANSFER,High,10,24,surge,34.129504,63.988190499074335,98.11769449907433
train,2691afbd-411c-5c58-8821-16c9bf02fc55,1,TRANSFER,High,9,0,normal,34.129504,0.0,34.129504
train,2691afbd-411c-5c58-8821-16c9bf02fc55,2,TRANSFER,High,10,5,busy,34.129504,7.94149713304511,42.07100113304511
train,2691afbd-411c-5c58-8821-16c9bf02fc55,0,TRANSFER,Low,7,0,normal,56.472968,0.0,56.472968
train,2691afbd-411c-5c58-8821-16c9bf02fc55,1,TRANSFER,Low,10,7,busy,56.472968,15.825171961499791,72.2981399614998
train,2691afbd-411c-5c58-8821-16c9bf02fc55,2,TRANSFER,Low,6,0,normal,56.472968,0.0,56.472968
train,2691afbd-411c-5c58-8821-16c9bf02fc55,0,TRANSFER,Medium,8,0,normal,45.905061,0.0,45.905061
train,2691afbd-411c-5c58-8821-16c9bf02fc55,1,TRANSFER,Medium,10,7,busy,45.905061,28.74245061439547,74.64751161439547
train,2691afbd-411c-5c58-8821-16c9bf02fc55,2,TRANSFER,Medium,10,30,surge,45.905061,112.42957445881925,158.33463545881926
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,0,TRANSFER,High,10,0,busy,34.343927,1.4710067310292534,35.81493373102926
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,1,TRANSFER,High,10,5,busy,34.343927,12.56711840482551,46.911045404825515
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,2,TRANSFER,High,10,10,busy,34.343927,36.364578112861835,70.70850511286184
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,0,TRANSFER,Low,10,6,busy,56.318463,34.508702267124775,90.82716526712477
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,1,TRANSFER,Low,10,20,surge,56.318463,97.3869686557301,153.7054316557301
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,2,TRANSFER,Low,10,1,busy,56.318463,9.175096932548387,65.4935599325484
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,0,TRANSFER,Medium,10,3,busy,46.081623,7.734580678784946,53.816203678784944
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,1,TRANSFER,Medium,10,18,surge,46.081623,63.59413966287608,109.67576266287608
train,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,2,TRANSFER,Medium,10,0,busy,46.081623,4.325068365122353,50.406691365122356
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,0,DEBIT,High,5,0,normal,32.703303,0.0,32.703303
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,1,DEBIT,High,9,0,normal,32.703303,0.0,32.703303
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,2,DEBIT,High,8,0,normal,32.703303,0.0,32.703303
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,0,DEBIT,Low,10,1,busy,51.727176,11.897245365660474,63.624421365660474
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,1,DEBIT,Low,3,0,idle,51.727176,0.0,51.727176
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,2,DEBIT,Low,10,7,busy,51.727176,41.4915455535502,93.21872155355021
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,0,DEBIT,Medium,10,27,surge,40.827736,97.86972717159148,138.6974631715915
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,1,DEBIT,Medium,4,0,idle,40.827736,0.0,40.827736
train,26ffec8b-241c-5f3f-aeb7-3df362d2eb95,2,DEBIT,Medium,10,8,busy,40.827736,25.313590378386053,66.14132637838605
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,0,CASH_IN,High,3,0,idle,21.998932,0.0,21.998932
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,1,CASH_IN,High,10,10,busy,21.998932,31.1853583114356,53.1842903114356
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,2,CASH_IN,High,5,0,normal,21.998932,0.0,21.998932
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,0,CASH_IN,Low,10,8,busy,36.568598,32.71964900124584,69.28824700124585
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,1,CASH_IN,Low,8,0,normal,36.568598,0.0,36.568598
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,2,CASH_IN,Low,1,0,idle,36.568598,0.0,36.568598
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,0,CASH_IN,Medium,2,0,idle,25.847059,0.0,25.847059
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,1,CASH_IN,Medium,3,0,idle,25.847059,0.0,25.847059
train,273dc82e-7675-5d7d-bedf-e22a53bae41d,2,CASH_IN,Medium,6,0,normal,25.847059,0.0,25.847059
train,27b99791-804b-500a-9037-8264f5165329,0,TRANSFER,High,1,0,idle,36.683039,0.0,36.683039
train,27b99791-804b-500a-9037-8264f5165329,1,TRANSFER,High,7,0,normal,36.683039,0.0,36.683039
train,27b99791-804b-500a-9037-8264f5165329,2,TRANSFER,High,9,0,normal,36.683039,0.0,36.683039
train,27b99791-804b-500a-9037-8264f5165329,0,TRANSFER,Low,10,3,busy,57.741359,16.390280211434863,74.13163921143487
train,27b99791-804b-500a-9037-8264f5165329,1,TRANSFER,Low,10,8,busy,57.741359,39.35416979626302,97.09552879626303
train,27b99791-804b-500a-9037-8264f5165329,2,TRANSFER,Low,10,6,busy,57.741359,31.84893527642304,89.59029427642304
train,27b99791-804b-500a-9037-8264f5165329,0,TRANSFER,Medium,8,0,normal,46.09745,0.0,46.09745
train,27b99791-804b-500a-9037-8264f5165329,1,TRANSFER,Medium,4,0,idle,46.09745,0.0,46.09745
train,27b99791-804b-500a-9037-8264f5165329,2,TRANSFER,Medium,3,0,idle,46.09745,0.0,46.09745
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,0,PAYMENT,High,10,9,busy,24.014697,26.36592072389554,50.38061772389554
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,1,PAYMENT,High,10,9,busy,24.014697,33.13047649178516,57.14517349178516
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,2,PAYMENT,High,2,0,idle,24.014697,0.0,24.014697
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,0,PAYMENT,Low,8,0,normal,39.584365,0.0,39.584365
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,1,PAYMENT,Low,0,0,idle,39.584365,0.0,39.584365
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,2,PAYMENT,Low,10,10,busy,39.584365,50.81708634219891,90.40145134219891
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,0,PAYMENT,Medium,4,0,idle,33.211057,0.0,33.211057
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,1,PAYMENT,Medium,5,0,normal,33.211057,0.0,33.211057
train,27ed83b2-be03-55c4-bb3e-2747d6f11d3e,2,PAYMENT,Medium,1,0,idle,33.211057,0.0,33.211057
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,0,DEBIT,High,6,0,normal,30.760125,0.0,30.760125
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1,DEBIT,High,6,0,normal,30.760125,0.0,30.760125
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,2,DEBIT,High,9,0,normal,30.760125,0.0,30.760125
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,0,DEBIT,Low,10,9,busy,51.195669,29.83564036907218,81.03130936907218
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1,DEBIT,Low,5,0,normal,51.195669,0.0,51.195669
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,2,DEBIT,Low,7,0,normal,51.195669,0.0,51.195669
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,0,DEBIT,Medium,10,27,surge,40.315437,102.64224180911634,142.95767880911635
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1,DEBIT,Medium,10,20,surge,40.315437,75.00803942199232,115.32347642199232
train,282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,2,DEBIT,Medium,10,24,surge,40.315437,89.5023962040775,129.8178332040775
train,283d3ac1-0eea-511e-a299-dec6962743ba,0,CASH_OUT,High,9,0,normal,28.467388,0.0,28.467388
train,283d3ac1-0eea-511e-a299-dec6962743ba,1,CASH_OUT,High,9,0,normal,28.467388,0.0,28.467388
train,283d3ac1-0eea-511e-a299-dec6962743ba,2,CASH_OUT,High,7,0,normal,28.467388,0.0,28.467388
train,283d3ac1-0eea-511e-a299-dec6962743ba,0,CASH_OUT,Low,10,11,surge,46.734639,62.33440046364193,109.06903946364193
train,283d3ac1-0eea-511e-a299-dec6962743ba,1,CASH_OUT,Low,4,0,idle,46.734639,0.0,46.734639
train,283d3ac1-0eea-511e-a299-dec6962743ba,2,CASH_OUT,Low,5,0,normal,46.734639,0.0,46.734639
train,283d3ac1-0eea-511e-a299-dec6962743ba,0,CASH_OUT,Medium,10,5,busy,35.825024,20.490170744723493,56.31519474472349
train,283d3ac1-0eea-511e-a299-dec6962743ba,1,CASH_OUT,Medium,10,8,busy,35.825024,24.88703008156178,60.712054081561774
train,283d3ac1-0eea-511e-a299-dec6962743ba,2,CASH_OUT,Medium,8,0,normal,35.825024,0.0,35.825024
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,0,CASH_OUT,High,10,9,busy,27.694682,29.84727508823113,57.54195708823113
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,1,CASH_OUT,High,10,25,surge,27.694682,74.68354491855656,102.37822691855656
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,2,CASH_OUT,High,1,0,idle,27.694682,0.0,27.694682
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,0,CASH_OUT,Low,3,0,idle,44.554533,0.0,44.554533
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,1,CASH_OUT,Low,10,15,surge,44.554533,68.26253965968809,112.81707265968808
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,2,CASH_OUT,Low,10,10,busy,44.554533,55.283981023482276,99.83851402348228
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,0,CASH_OUT,Medium,9,0,normal,37.00016,0.0,37.00016
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,1,CASH_OUT,Medium,4,0,idle,37.00016,0.0,37.00016
train,29282cd1-fa1d-509b-9bca-ac0eca48c93b,2,CASH_OUT,Medium,7,0,normal,37.00016,0.0,37.00016
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,0,PAYMENT,High,10,1,busy,23.847443,3.5341614900024174,27.381604490002417
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,1,PAYMENT,High,10,12,surge,23.847443,33.178182042683105,57.0256250426831
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,2,PAYMENT,High,4,0,idle,23.847443,0.0,23.847443
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,0,PAYMENT,Low,5,0,normal,39.579373,0.0,39.579373
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,1,PAYMENT,Low,10,7,busy,39.579373,24.644562202422865,64.22393520242287
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,2,PAYMENT,Low,10,3,busy,39.579373,24.62664629473763,64.20601929473763
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,0,PAYMENT,Medium,10,1,busy,33.291569,6.709991153745293,40.001560153745295
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,1,PAYMENT,Medium,3,0,idle,33.291569,0.0,33.291569
train,2a028d4f-843b-5236-9bcf-9db0987f73f5,2,PAYMENT,Medium,10,2,busy,33.291569,9.568040017797104,42.859609017797105
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,0,CASH_OUT,High,10,3,busy,28.683752,4.500994436338535,33.184746436338536
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,1,CASH_OUT,High,9,0,normal,28.683752,0.0,28.683752
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,2,CASH_OUT,High,0,0,idle,28.683752,0.0,28.683752
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,0,CASH_OUT,Low,10,8,busy,46.235248,29.809550696058867,76.04479869605886
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,1,CASH_OUT,Low,9,0,normal,46.235248,0.0,46.235248
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,2,CASH_OUT,Low,10,3,busy,46.235248,30.583657058069807,76.8189050580698
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,0,CASH_OUT,Medium,10,14,surge,36.491875,40.98565146160224,77.47752646160224
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,1,CASH_OUT,Medium,10,4,busy,36.491875,11.773641564714453,48.26551656471445
train,2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,2,CASH_OUT,Medium,10,8,busy,36.491875,33.5935073023569,70.08538230235689
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,0,TRANSFER,High,10,27,surge,34.674871,77.05224021592105,111.72711121592104
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,1,TRANSFER,High,1,0,idle,34.674871,0.0,34.674871
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,2,TRANSFER,High,10,4,busy,34.674871,18.51332316799464,53.18819416799464
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,0,TRANSFER,Low,9,0,normal,59.794116,0.0,59.794116
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,1,TRANSFER,Low,10,5,busy,59.794116,30.008262738620733,89.80237873862073
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,2,TRANSFER,Low,4,0,idle,59.794116,0.0,59.794116
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,0,TRANSFER,Medium,9,0,normal,43.630946,0.0,43.630946
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,1,TRANSFER,Medium,9,0,normal,43.630946,0.0,43.630946
train,2b34d23f-3619-53e1-bf41-f0c5d3399e9c,2,TRANSFER,Medium,7,0,normal,43.630946,0.0,43.630946
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,0,CASH_IN,High,9,0,normal,21.562539,0.0,21.562539
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,1,CASH_IN,High,10,7,busy,21.562539,20.86011127873411,42.42265027873411
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,2,CASH_IN,High,5,0,normal,21.562539,0.0,21.562539
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,0,CASH_IN,Low,10,6,busy,37.794418,30.385669121835974,68.18008712183598
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,1,CASH_IN,Low,10,27,surge,37.794418,141.06408642493642,178.85850442493643
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,2,CASH_IN,Low,10,3,busy,37.794418,27.302531195697743,65.09694919569775
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,0,CASH_IN,Medium,10,4,busy,26.242879,11.862748168758026,38.105627168758026
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,1,CASH_IN,Medium,10,8,busy,26.242879,39.63236468675219,65.87524368675219
train,2b3c67ff-af4e-5b90-8c00-4979d4bb4836,2,CASH_IN,Medium,9,0,normal,26.242879,0.0,26.242879
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,0,PAYMENT,High,3,0,idle,24.599792,0.0,24.599792
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,1,PAYMENT,High,6,0,normal,24.599792,0.0,24.599792
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,2,PAYMENT,High,6,0,normal,24.599792,0.0,24.599792
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,0,PAYMENT,Low,10,9,busy,38.826975,47.03649740959317,85.86347240959316
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,1,PAYMENT,Low,2,0,idle,38.826975,0.0,38.826975
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,2,PAYMENT,Low,10,27,surge,38.826975,123.08029218830784,161.90726718830783
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,0,PAYMENT,Medium,10,1,busy,31.498319,5.533197801719219,37.03151680171922
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,1,PAYMENT,Medium,10,12,surge,31.498319,43.070142294816286,74.56846129481629
train,2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,2,PAYMENT,Medium,10,0,busy,31.498319,2.894750190231123,34.393069190231124
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,0,CASH_OUT,High,10,6,busy,27.582147,15.395694517847472,42.97784151784747
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,1,CASH_OUT,High,9,0,normal,27.582147,0.0,27.582147
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,2,CASH_OUT,High,10,4,busy,27.582147,7.96320170147274,35.54534870147274
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,0,CASH_OUT,Low,10,7,busy,45.999007,28.18502507591123,74.18403207591123
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,1,CASH_OUT,Low,0,0,idle,45.999007,0.0,45.999007
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,2,CASH_OUT,Low,1,0,idle,45.999007,0.0,45.999007
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,0,CASH_OUT,Medium,7,0,normal,36.921741,0.0,36.921741
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,1,CASH_OUT,Medium,10,21,surge,36.921741,76.45394767629901,113.375688676299
train,2b7495fe-5b41-54ab-a779-3ac6d858464a,2,CASH_OUT,Medium,0,0,idle,36.921741,0.0,36.921741
train,2b85986c-be56-5f86-9581-6b2a5cf37809,0,PAYMENT,High,10,0,busy,24.1302,1.7367205254976814,25.86692052549768
train,2b85986c-be56-5f86-9581-6b2a5cf37809,1,PAYMENT,High,10,5,busy,24.1302,12.8421612046274,36.9723612046274
train,2b85986c-be56-5f86-9581-6b2a5cf37809,2,PAYMENT,High,1,0,idle,24.1302,0.0,24.1302
train,2b85986c-be56-5f86-9581-6b2a5cf37809,0,PAYMENT,Low,10,7,busy,41.387673,35.356366078918974,76.74403907891897
train,2b85986c-be56-5f86-9581-6b2a5cf37809,1,PAYMENT,Low,7,0,normal,41.387673,0.0,41.387673
train,2b85986c-be56-5f86-9581-6b2a5cf37809,2,PAYMENT,Low,10,9,busy,41.387673,46.168968612524075,87.55664161252407
