cluster,query,rank,openalex_id,doi,title,year,venue,type,cited_by,oa_status,oa_url,abstract
C2_time_prediction,job runtime prediction cluster scheduling machine learning,2,W3048021565,10.1145/3407947.3407968,Runtime prediction of high-performance computing jobs based on ensemble learning,2020,,conference-paper,16,closed,,"In high-performance computing job scheduling systems, to accurate predict the job runtime can effectively utilize the idle resource fragments generated during cluster computing as well as backfill them for improving scheduling performance. Because the runtime of high-performance computing jobs are affected by many factors thus are complicated non-linear problem. The ensemble machine learning method is used to predict the runtime of jobs in cluster computing. By comparing the prediction results of different models on the job log data sets from three real high-performance computing systems, it is found that the LightGBM algorithm has higher prediction accuracy, faster computation speed, shorter training time of the model and achieve better overall performance."
C2_time_prediction,query execution time prediction machine learning,3,W2092311917,10.1109/wi-iat.2014.43,A Machine Learning Approach to SPARQL Query Performance Prediction,2014,2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT),conference-paper,41,closed,,"In this paper we address the problem of predicting SPARQL query performance. We use machine learning techniques to learn SPARQL query performance from previously executed queries. Traditional approaches for estimating SPARQL query cost are based on statistics about the underlying data. However, in many use-cases involving querying Linked Data, statistics about the underlying data are often missing. Our approach does not require any statistics about the underlying RDF data, which makes it ideal for the Linked Data scenario. We show how to model SPARQL queries as feature vectors, and use k-nearest neighbors regression and Support Vector Machine with the nu-SVR kernel to accurately predict SPARQL query execution time."
C2_time_prediction,microservice tail latency prediction,3,W4380536686,10.3390/math11122675,Toward Optimal Load Prediction and Customizable Autoscaling Scheme for Kubernetes,2023,Mathematics,article,28,gold,https://www.mdpi.com/2227-7390/11/12/2675/pdf?version=1686645006,"Most enterprise customers now choose to divide a large monolithic service into large numbers of loosely-coupled, specialized microservices, which can be developed and deployed separately. Docker, as a light-weight virtualization technology, has been widely adopted to support diverse microservices. At the moment, Kubernetes is a portable, extensible, and open-source orchestration platform for managing these containerized microservice applications. To adapt to frequently changing user requests, it offers an automated scaling method, Horizontal Pod Autoscaler (HPA), that can scale itself based on the system’s current workload. The native reactive auto-scaling method, however, is unable to foresee the system workload scenario in the future to complete proactive scaling, leading to QoS (quality of service) violations, long tail latency, and insufficient server resource usage. In this paper, we suggest a new proactive scaling scheme based on deep learning approaches to make up for HPA’s inadequacies as the default autoscaler in Kubernetes. After meticulous experimental evaluation and comparative analysis, we use the Gated Recurrent Unit (GRU) model with higher prediction accuracy and efficiency as the prediction model, supplemented by a stability window mechanism to improve the accuracy and stability of the prediction model. Finally, with the third-party custom autoscaling framework, Custom Pod Autoscaler (CPA), we packaged our custom autoscaling algorithm into a framework and depl"
C2_time_prediction,service time prediction heterogeneous nodes,3,W2800758946,10.1145/3213299.3213302,Heterogeneous data reduction in WSN,2018,,conference-paper,8,closed,,"The transformation of existing power grids into Smart Grids (SGs) aims to facilitate grid energy automation for a better quality of service by providing fault tolerance and integrating renewable energy resources in the power market. This evolution towards a smarter electricity grid requires the ability to transmit in real time a maximum of data on the network usage. A Wireless Sensor Network (WSN) distributed across the power grid is a promising solution, given the reduced cost and ease of deployment of such networks. These advantages come up against the unstable radio links and limited resources of WSN. In order to reduce the amount of data sent over the network, and thus reduce energy consumption, data prediction is a potent solution of data reduction. It consists on predicting the values sensed by sensor nodes within certain error threshold, and resides both at the sensors and at the sink. The raw data is sent only if the desired accuracy is not satisfied, thereby reducing data transmission. We focus on time series estimation with Least Mean Square (LMS) for data prediction in WSN, in a Smart Grid context, where several applications with different data types and Quality of Service (QoS) requirements will exist on the same network. LMS proved its simplicity and robustness for a wide variety of applications, but the parameters selection (step size and filter length) can directly affect its global performance, choosing the right ones is then crucial. Having no clear and robus"
C2_time_prediction,job runtime prediction cluster scheduling machine learning,3,W2759085228,10.48550/arxiv.1802.04819,SLAQ: Quality-Driven Scheduling for Distributed Machine Learning,2018,arXiv (Cornell University),preprint,15,green,https://arxiv.org/pdf/1802.04819,"Training machine learning (ML) models with large datasets can incur significant resource contention on shared clusters. This training typically involves many iterations that continually improve the quality of the model. Yet in exploratory settings, better models can be obtained faster by directing resources to jobs with the most potential for improvement. We describe SLAQ, a cluster scheduling system for approximate ML training jobs that aims to maximize the overall job quality. When allocating cluster resources, SLAQ explores the quality-runtime trade-offs across multiple jobs to maximize system-wide quality improvement. To do so, SLAQ leverages the iterative nature of ML training algorithms, by collecting quality and resource usage information from concurrent jobs, and then generating highly-tailored quality-improvement predictions for future iterations. Experiments show that SLAQ achieves an average quality improvement of up to 73% and an average delay reduction of up to 44% on a large set of ML training jobs, compared to resource fairness schedulers."
C2_time_prediction,query execution time prediction machine learning,4,W2766220942,10.1007/s11280-017-0498-1,Learning-based SPARQL query performance modeling and prediction,2017,World Wide Web,article,28,green,http://eprints.hud.ac.uk/id/eprint/34182/1/wwwj_wei_2017.pdf,
C2_time_prediction,microservice tail latency prediction,4,W4293731856,10.1109/tpds.2022.3202493,QoS-Aware Co-Scheduling for Distributed Long-Running Applications on Shared Clusters,2022,IEEE Transactions on Parallel and Distributed Systems,article,36,hybrid,https://ieeexplore.ieee.org/ielx7/71/9790018/09869329.pdf,"To achieve a high degree of resource utilization, production clusters need to co-schedule diverse workloads – including both batch analytic jobs with short-lived tasks and long-running applications (LRAs) that execute for a long time frame from hours to months – onto the shared resources. Microservice architecture advances the manifestation of distributed LRAs (DLRAs), comprising multiple interconnected microservices that are executed in long-lived distributed containers and serve massive user requests. Detecting and mitigating QoS violation become even more intractable due to the network uncertainties and latency propagation across dependent microservices. However, current resource managers are only responsible for resource allocation among applications/jobs but agnostic to runtime QoS such as latency at application level. The state-of-the-art QoS-aware scheduling approaches are dedicated for monolithic applications, without considering the temporal-spatio performance variability across distributed microservices. In this paper, we presentToposch, a new scheduling and execution framework to prioritize the QoS of DLRAs whilst balancing the performance of batch jobs and maintaining high cluster utilization through harvesting idle resources.Toposchtracks footprints of every single request across microservices and uses critical path analysis, based on the end-to-end latency graph, to identify microservices that have high risk of QoS violation. Based on microservice and node level"
C2_time_prediction,service time prediction heterogeneous nodes,4,W4320169017,10.1016/j.comnet.2023.109582,Service Function Chains multi-resource orchestration in Virtual Mobile Edge Computing,2023,Computer Networks,article,13,green,https://hal.science/hal-04173963v1/file/S1389128623000270.pdf,
C2_time_prediction,job runtime prediction cluster scheduling machine learning,4,W4321597484,10.1007/s42514-023-00137-z,Optimizing job scheduling by using broad learning to predict execution times on HPC clusters,2023,CCF Transactions on High Performance Computing,article,10,green,https://figshare.com/articles/journal_contribution/Optimizing_job_scheduling_by_using_broad_learning_to_predict_execution_times_on_HPC_clusters/26973538,
C2_time_prediction,query execution time prediction machine learning,5,W4205618162,10.3390/sym14010055,Execution Time Prediction for Cypher Queries in the Neo4j Database Using a Learning Approach,2022,Symmetry,article,8,gold,https://www.mdpi.com/2073-8994/14/1/55/pdf?version=1641028315,"With database management systems becoming complex, predicting the execution time of graph queries before they are executed is one of the challenges for query scheduling, workload management, resource allocation, and progress monitoring. Through the comparison of query performance prediction methods, existing research works have solved such problems in traditional SQL queries, but they cannot be directly applied in Cypher queries on the Neo4j database. Additionally, most query performance prediction methods focus on measuring the relationship between correlation coefficients and retrieval performance. Inspired by machine-learning methods and graph query optimization technologies, we used the RBF neural network as a prediction model to train and predict the execution time of Cypher queries. Meanwhile, the corresponding query pattern features, graph data features, and query plan features were fused together and then used to train our prediction models. Furthermore, we also deployed a monitor node and designed a Cypher query benchmark for the database clusters to obtain the query plan information and native data store. The experimental results of four benchmarks showed that the average mean relative error of the RBF model reached 16.5% in the Northwind dataset, 12% in the FIFA2021 dataset, and 16.25% in the CORD-19 dataset. This experiment proves the effectiveness of our proposed approach on three real-world datasets."
C2_time_prediction,microservice tail latency prediction,5,W7160063390,10.63090/ijtrs/3139.1788.0008,Cloud-Native AI Workloads Using Microservice Architectures,2026,International Journal of Technical Research Studies (IJTRS),article,1,hybrid,https://doi.org/10.63090/ijtrs/3139.1788.0008,"Production machine learning systems often run as monolithic applications where data preprocessing, model inference, and post-processing share a single container and scale as a unit. This coupling wastes compute resources when workloads are heterogeneous a GPU-bound inference stage idles CPU-bound preprocessing capacity, and vice versa. This paper presents a microservice architecture deployed on Kubernetes that decomposes an ML serving pipeline into six independently scalable services: API Gateway, Model Registry, Feature Store, Inference Engine (NVIDIA Triton), Training Pipeline, and Monitoring. Experiments on a five-node cluster with three workloads (ResNet-50 image classification, BERT-base text classification, XGBoost tabular prediction) show that the microservice design achieves 3.2× the peak throughput of an equivalent monolithic Flask deployment under 10× bursty loads. Tail latency (p99) drops by 45%, and GPU utilisation increases from 52% to 78%. Horizontal Pod Autoscaler (HPA) driven by inference-queue-depth metrics provisions additional pods within 18 seconds of load onset, containing throughput degradation to under 5% during burst transients."
C2_time_prediction,service time prediction heterogeneous nodes,5,W2341037447,,A Light-weight Data Replication for Cloud DataCenters Environment,2014,International Journal of Innovative Research in Computer and Communication Engineering,article,43,closed,,"Unlike traditional high performance computing environment, such as cluster and supercomputers, the cloud computing is a collection of interconnected and virtualized computing resources that are managed to be one unified highperformance computing power. However, the Cloud environment constitutes a heterogeneous and a highly dynamic environment. Failures on the data centers nodes are normal rather because of the large scale of physical resources and data. As a result, the cloud environment requires an efficient adaptive data replication management in order to cope with the inherent characteristic of the Cloud environment. In this paper, we propose a data replication strategy which adaptively selects the data files for replication in order to improve the overall reliability of the system and to meet the required quality of services. Further, the proposed strategy decides dynamically the number of replicas as well as the effective data nodes for replication. The popular data files are selected for replication based on employing a lightweight time-series technique, which analyzes the recent pattern of data files requests, and provides predictions for the future data requests.Experimental results show that the proposed strategy behaves effectively to improve the reliability of the Cloud system under study."
C2_time_prediction,job runtime prediction cluster scheduling machine learning,5,W4320473129,10.1016/j.jpdc.2023.01.001,Exploring job running path to predict runtime on multiple production supercomputers,2023,Journal of Parallel and Distributed Computing,article,15,closed,,
C2_time_prediction,query execution time prediction machine learning,6,W2473616924,10.4316/aece.2015.03005,Application of Machine Learning Algorithms for the Query Performance Prediction,2015,Advances in Electrical and Computer Engineering,article,8,gold,https://doi.org/10.4316/aece.2015.03005,"This paper analyzes the relationship between the system load/throughput and the query response time in a real Online transaction processing (OLTP) system environment. Although OLTP systems are characterized by short transactions, which normally entail high availability and consistent short response times, the need for operational reporting may jeopardize these objectives. We suggest a new approach to performance prediction for concurrent database workloads, based on the system state vector which consists of 36 attributes. There is no bias to the importance of certain attributes, but the machine learning methods are used to determine which attributes better describe the behavior of the particular database server and how to model that system. During the learning phase, the system's profile is created using multiple reference queries, which are selected to represent frequent business processes. The possibility of the accurate response time prediction may be a foundation for automated decision-making for database (DB) query scheduling. Possible applications of the proposed method include adaptive resource allocation, quality of service (QoS) management or real-time dynamic query scheduling (e.g. estimation of the optimal moment for a complex query execution)."
C2_time_prediction,microservice tail latency prediction,6,W7159734352,,STLGT: A Scalable Trace-Based Linear Graph Transformer for Tail Latency Prediction in Microservices,2026,arXiv (Cornell University),preprint,0,green,https://arxiv.org/pdf/2604.26422,"Accurate end-to-end tail-latency forecasting is critical for proactive SLO management in microservice systems. However, modeling long-range dependency propagation and non-stationary, bursty workloads while maintaining inference efficiency at scale remains challenging. We present STLGT (Scalable Trace-based Linear Graph Transformer), a per-API predictor that encodes traces as span graphs for multi-step p95 tail-latency forecasting. STLGT uses a structure-aware linear graph Transformer to propagate cross-service dependencies with inference time linear in span graph size, and a decoupled temporal module to capture workload dynamics. Across a personalized education microservice application, DeathStarBench, and Alibaba traces, STLGT improves forecasting accuracy over PERT-GNN by 8.5% MAPE on average and achieves up to 12x faster CPU inference at N=32, matching the maximum span graph size after preprocessing the Alibaba traces. Ablation studies further demonstrate the effectiveness of each component, especially under bursty traffic."
C2_time_prediction,service time prediction heterogeneous nodes,6,W3134506101,10.1038/s41598-021-85255-w,Leveraging graph-based hierarchical medical entity embedding for healthcare applications,2021,Scientific Reports,article,32,gold,https://www.nature.com/articles/s41598-021-85255-w.pdf,"Automatic representation learning of key entities in electronic health record (EHR) data is a critical step for healthcare data mining that turns heterogeneous medical records into structured and actionable information. Here we propose ME2Vec, an algorithmic framework for learning continuous low-dimensional embedding vectors of the most common entities in EHR: medical services, doctors, and patients. ME2Vec features a hierarchical structure that encapsulates different node embedding schemes to cater for the unique characteristic of each medical entity. To embed medical services, we employ a biased-random-walk-based node embedding that leverages the irregular time intervals of medical services in EHR to embody their relative importance. To embed doctors and patients, we adhere to the principle ""it's what you do that defines you"" and derive their embeddings based on their interactions with other types of entities through graph neural network and proximity-preserving network embedding, respectively. Using real-world clinical data, we demonstrate the efficacy of ME2Vec over competitive baselines on diagnosis prediction, readmission prediction, as well as recommending doctors to patients based on their medical conditions. In addition, medical service embeddings pretrained using ME2Vec can substantially improve the performance of sequential models in predicting patients clinical outcomes. Overall, ME2Vec can serve as a general-purpose representation learning algorithm for EHR data "
C2_time_prediction,job runtime prediction cluster scheduling machine learning,6,W3203076171,10.1145/3472456.3473521,PREP: Predicting Job Runtime with Job Running Path on Supercomputers,2021,,conference-paper,10,closed,,"Supercomputers serve a lot of parallel jobs by scheduling jobs and allocating computing resources. One popular scheduling strategy is First Come First Serve (FCFS). However, there are always some idle resources not being effectively utilized, since they are not enough and are reserved for the head job in the waiting queue. To improve resource utilization, a common solution is to use backfilling, which allocates the reserved computing resources to a small, short job selected from the queue, on the premise of not delaying the original head job. Unfortunately, the estimated job runtime provided by users is often overestimated. Previous studies extract features from historical job logs and predict runtime based on machine learning. However, traditional features (e.g. CPU, user, submitting time, etc.) are insufficient to describe the characteristics of jobs. In this paper, we propose a novel runtime prediction framework called PREP. It explores a new feature named job running path, which encodes important implications about the job’s characteristics, such as the project it belongs to, data sets and parameters it uses, etc. As there is a strong correlation between job runtime and its running path. PREP groups jobs into separate clusters according to their running paths and trains a runtime prediction model for each job cluster. Final results demonstrate that adding the new feature can achieve high prediction accuracy of 88% and has a better prediction effect than other methods, suc"
C2_time_prediction,query execution time prediction machine learning,7,W2014294093,10.1109/icdew.2012.66,"Same Queries, Different Data: Can We Predict Runtime Performance?",2012,,conference-paper,32,closed,,"We consider MapReduce workloads that are produced by analytics applications. In contrast to ad hoc query workloads, analytics applications are comprised of fixed data flows that are run over newly arriving data sets or on different portions of an existing data set. Examples of such workloads include document analysis/indexing, social media analytics, and ETL (Extract Transform Load). Motivated by these workloads, we propose a technique that predicts the runtime performance for a fixed set of queries running over varying input data sets. Our prediction technique splits each query into several segments where each segment's performance is estimated using machine learning models. These per-segment estimates are plugged into a global analytical model to predict the overall query runtime. Our approach uses minimal statistics about the input data sets (e.g., tuple size, cardinality), which are complemented with historical information about prior query executions (e.g., execution time). We analyze the accuracy of predictions for several segment granularities on both standard analytical benchmarks such as TPC-DS [17], and on several real workloads. We obtain less than 25% prediction errors for 90% of predictions."
C2_time_prediction,service time prediction heterogeneous nodes,7,W4389777920,10.1007/s11276-023-03603-2,Prediction of middle box-based attacks in Internet of Healthcare Things using ranking subsets and convolutional neural network,2023,Wireless Networks,article,22,closed,,
C2_time_prediction,job runtime prediction cluster scheduling machine learning,7,W3009370840,10.23919/cnsm46954.2019.9012752,Quick Execution Time Predictions for Spark Applications,2019,,conference-paper,28,closed,,"The Apache Spark cluster computing platform is being increasingly used to develop big data analytics applications. There are many scenarios that require quick estimates of the execution time of any given Spark application. For example, users and operators of a Spark cluster often require quick insights on how the execution time of an application is likely to be impacted by the resources allocated to the application, e.g., the number of Spark executor cores assigned, and the size of the data to be processed. Job schedulers can benefit from fast estimates at runtime that would allow them to quickly conFigure a Spark application for a desired execution time using the least amount of resources. While others have developed models to predict the execution time of Spark applications, such models typically require extensive prior executions of applications under various resource allocation settings and data sizes. Consequently, these techniques are not suited for situations where quick predictions are required and very little cluster resources are available for the experimentation needed to build a model. This paper proposes an alternative approach called PERIDOT that addresses this limitation. The approach involves executing a given application under a fixed resource allocation setting with two different-sized, small subsets of its input data. It analyzes logs from these two executions to estimate the dependencies between internal stages in the application. Information on these depe"
C2_time_prediction,query execution time prediction machine learning,8,W2516525109,10.1109/nvmsa.2016.7547186,Lynx: a learning linux prefetching mechanism for SSD performance model,2016,,conference-paper,40,closed,,"Traditional Linux prefetching algorithms were based on spatial locality of I/O workloads and performance model of hard disk drives. From the applicative point of view, current data-intensive applications I/O workloads are turning towards more random patterns while from the storage device perspective, flash based storage devices present a different performance model than HDDs. In this work, we present a new prefetching mechanism named Lynx. Lynx aims to adapt and/or complement the Linux read-ahead prefetching system for both SSD performance model and new applications needs. Lynx uses a simple machine learning system based on Markov chains. The learning phase detects I/O workload patterns and computes the transition probabilities between file pages. The prediction phase prefetchs predicted file pages with the resulting Markov statemachine. We have implemented our solution and integrated it into the Linux kernel. We experimented our solution using the TPCH benchmark. The results show that Lynx divides the number of page cache misses (major page faults) by 2 on average and thus reduces TPC-H queries execution time by 50% as compared to traditional Linux read-ahead."
C2_time_prediction,microservice tail latency prediction,8,W4401211672,10.1109/isca59077.2024.00040,SmartOClock: Workload- and Risk-Aware Overclocking in the Cloud,2024,,conference-paper,12,closed,,"Operating server components beyond their voltage and power design limit (i.e., overclocking) enables improving performance and lowering cost for cloud workloads. However, overclocking can significantly degrade component lifetime, increase power draw, and cause power capping events, eventually diminishing the performance benefits. In this paper, we characterize the impact of overclocking on cloud workloads by studying their profiles from production deployments. Based on the characterization insights, we propose SmartOClock, the first distributed overclocking management platform specifically designed for cloud environments. SmartOClock is a workload-aware scheme that relies on power predictions to heterogeneously distribute the power budgets across its servers based on their needs and then enforce budget compliance locally, per-server, in a decentralized manner. SmartOClock reduces the tail latency by 9%, application cost by 30% and total energy consumption by 10% for latencysensitive microservices on a 36-server deployment. Simulation analysis using production traces show that SmartOClock reduces the number of power capping events by up to 95% while increasing the overclocking success rate by up to 62%. We also describe lessons from building a first-of-its-kind overclockable cluster in Microsoft Azure for production experiments."
C2_time_prediction,service time prediction heterogeneous nodes,8,W4313473164,10.3390/math11010156,Quantum Inspired Task Optimization for IoT Edge Fog Computing Environment,2022,Mathematics,article,24,gold,https://www.mdpi.com/2227-7390/11/1/156/pdf?version=1675071005,"IoT-Edge-Fog Computing presents a trio-logical model for decentralized computing in a time-sensitive manner. However, to address the rising need for real-time information processing and decision modeling, task allocation among dispersed Edge Computing nodes has been a major challenge. State-of-the-art task allocation techniques such as Min–Max, Minimum Completion time, and Round Robin perform task allocation, butv several limitations persist including large energy consumption, delay, and error rate. Henceforth, the current work provides a Quantum Computing-inspired optimization technique for efficient task allocation in an Edge Computing environment for real-time IoT applications. Furthermore, the QC-Neural Network Model is employed for predicting optimal computing nodes for delivering real-time services. To acquire the performance enhancement, simulations were performed by employing 6, 10, 14, and 20 Edge nodes at different times to schedule more than 600 heterogeneous tasks. Empirical results show that an average improvement of 5.02% was registered for prediction efficiency. Similarly, the error reduction of 2.03% was acquired in comparison to state-of-the-art techniques."
C2_time_prediction,job runtime prediction cluster scheduling machine learning,8,W3200935709,10.1007/978-3-030-87571-8_14,Online Runtime Prediction Method for Distributed Iterative Jobs,2021,Lecture notes in computer science,conference-paper,2,closed,,
C2_time_prediction,query execution time prediction machine learning,9,W2896137195,10.1145/3277593.3277598,A learning approach for query planning on spatio-temporal IoT data,2018,,conference-paper,8,closed,,"The ever-increasing growth of the Internet of Things (IoT) has attracted a considerable amount of research attention from the Semantic Web community in order to address the challenge of poor interoperability. However, our survey of research work has shown that the goal of providing an intelligent processing and analysis engine for IoT has still not been fully achieved. Central to this problem is the requirement for a semantic spatio-temporal query processing engine that is able to not only analyze spatio-temporal correlations in a massive amount of IoT data, but that can also generate an effective query plan for a given query to execute in a timely manner. Needless to say, query planning for the multidimensional data like IoT is a costly operation. The most known techniques are either based on the cost model or by using spatio-temporal data statistics and heuristics. In this paper, we propose an alternative solution that uses query similarity identification in conjunction with machine learning techniques to recommend a previously generated query plan to the optimizer for a given query. Our approach also aims to predict the query execution time for the purposes of workload management and capacity planning. Our extensive experiments indicate the efficiency of our learning approach with an impressive prediction accuracy on test queries."
C2_time_prediction,microservice tail latency prediction,9,W4417293130,10.63282/3117-5481/aijcst-v3i5p101,Enhancing the Reliability of Cloud-Based Software Systems Using AI-Driven Fault Prediction and Auto-Remediation Techniques,2021,American International Journal of Computer Science and Technology,article,1,bronze,https://aijcst.org/index.php/aijcst/article/download/34/29,"Cloud-native systems operate at a scale and complexity where manual fault management cannot keep pace with dynamic workloads, ephemeral infrastructure, and intricate service dependencies. This paper presents an end-to-end AI-driven framework that couples proactive fault prediction with safe, policy-constrained auto-remediation to enhance the reliability of cloud-based software systems. Streaming telemetry logs, metrics, traces, and change events collected via OpenTelemetry is embedded using self-supervised representations for multivariate time series, fused with a service-dependency graph to support causal reasoning and fast root-cause localization. A hybrid predictor (temporal deep models with gradient-boosted residuals) yields early-warning scores and failure modes, while a safe reinforcement-learning policy executes guarded actions such as canary rollback, traffic shifting, pod restarts, autoscaling, circuit breaking, and configuration reversion. Guardrails combine SRE runbooks, SLO/error-budget constraints, and a digital-twin simulator validated by chaos experiments to prevent harmful interventions. Evaluated on Kubernetes microservices with fault injections (CPU throttling, memory leak, pod crash, network latency, and dependency outage), the approach achieved early-warning AUC > 0.92 with 3–7 minutes mean lead time, reduced MTTR by 30–60%, lowered error-budget burn by 25–40%, and curtailed p95 tail latency during incidents without increasing steady-state cost. Ablations "
C2_time_prediction,service time prediction heterogeneous nodes,9,W3197596293,10.3389/fcell.2021.735687,Heterogeneous Information Network-Based Patient Similarity Search,2021,Frontiers in Cell and Developmental Biology,article,3,gold,https://www.frontiersin.org/articles/10.3389/fcell.2021.735687/pdf,"Patient similarity search is a fundamental and important task in artificial intelligence-assisted medicine service, which is beneficial to medical diagnosis, such as making accurate predictions for similar diseases and recommending personalized treatment plans. Existing patient similarity search methods retrieve medical events associated with patients from Electronic Health Record (EHR) data and map them to vectors. The similarity between patients is expressed by calculating the similarity or dissimilarity between the corresponding vectors of medical events, thereby completing the patient similarity measurement. However, the obtained vectors tend to be high dimensional and sparse, which makes it hard to calculate patient similarity accurately. In addition, most of existing methods cannot capture the time information in the EHR, which is not conducive to analyzing the influence of time factors on patient similarity search. To solve these problems, we propose a patient similarity search method based on a heterogeneous information network. On the one hand, the proposed method uses a heterogeneous information network to connect patients, diseases, and drugs, which solves the problem of vector representation of mixed information related to patients, diseases, and drugs. Meanwhile, our method measures the similarity between patients by calculating the similarity between nodes in the heterogeneous information network. In this way, the challenges caused by high-dimensional and sparse"
C2_time_prediction,job runtime prediction cluster scheduling machine learning,9,W4387005683,10.1109/e-science58273.2023.10254871,I/O Burst Prediction for HPC Clusters Using Darshan Logs,2023,,conference-paper,8,closed,,"Understanding cluster-wide I/O patterns of large-scale HPC clusters is essential to minimize the occurrence and impact of I/O interference. Yet, most previous work in this area focused on monitoring and predicting task and node-level I/O burst events. This paper analyzes Darshan reports from three supercomputers to extract system-level read and write I/O rates in five minutes intervals. We observe significant (over 100×) fluctuations in read and write I/O rates in all three clusters. We then train machine learning models to estimate the occurrence of system-level I/O bursts 5–120 minutes ahead. Evaluation results show that we can predict I/O bursts with more than 90% accuracy (F-1 score) five minutes ahead and more than 87% accuracy two hours ahead. We also show that the ML models attain more than 70% accuracy when estimating the degree of the I/O burst. We believe that high-accuracy predictions of I/O bursts can be used in multiple ways, such as postponing delay-tolerant I/O operations (e.g., checkpointing), pausing nonessential applications (e.g., file system scrubbers), and devising I/O-aware job scheduling methods. To validate this claim, we simulated a burst-aware job scheduler that can postpone the start time of applications to avoid I/O bursts. We show that the burst-aware job scheduling can lead to an up to 5× decrease in application runtime."
C2_time_prediction,query execution time prediction machine learning,10,W4396571425,10.14778/3641204.3641205,Eraser: Eliminating Performance Regression on Learned Query Optimizer,2024,Proceedings of the VLDB Endowment,article,21,closed,,"Efficient query optimization is crucial for database management systems. Recently, machine learning models have been applied in query optimizers to generate better plans, but the unpredictable performance regressions prevent them from being truly applicable. To be more specific, while a learned query optimizer commonly outperforms the traditional query optimizer on average for a workload of queries, its performance regression seems inevitable for some queries due to model under-fitting and difficulty in generalization. In this paper, we propose a system called Eraser to resolve this problem. Eraser aims at eliminating performance regressions while still attaining considerable overall performance improvement. To this end, Eraser applies a two-stage strategy to estimate the model accuracy for each candidate plan, and helps the learned query optimizer select more reliable plans. The first stage serves as a coarse-grained filter that removes all highly risky plans with feature values that are seen for the first time. The second stage clusters plans in a more fine-grained manner and evaluates each cluster according to the prediction quality of learned query optimizers for selecting the final execution plan. Eraser can be deployed as a plugin on top of any learned query optimizer. We implement Eraser and demonstrate its superiority on PostgreSQL and Spark. In our experiments, Eraser eliminates most of the regressions while bringing very little negative impact on the overall perform"
C2_time_prediction,microservice tail latency prediction,10,W7124898104,10.1109/cloudcom67567.2025.11331358,MIN-LENS: Joint Moment Inference and Surrogate Modeling for Microservice Performance Prediction,2025,,conference-paper,0,closed,,"Accurate prediction of tail latencies is critical for ensuring the performance and reliability of microservice- based cloud applications. Traditional approaches suffer significant computational overhead, making them unsuitable for real-time monitoring across numerous services. This paper presents MIN-LENS, a two-stage learning frame-work that combines joint moment inference with a latency estimation neural surrogate modeling to mitigate these challenges. In the first stage, the MIN component infers the first three moments of the service-time distribution directly from trace-derived features such as clustered inter-departure times, utilization, and arrival variability. In the second stage, the LENS surrogate model, pretrained on high-fidelity queueing simulations, maps these inferred moments and workload parameters directly to tail-latency metrics such as the 95th and 99th percentiles, as well as selected points of the complementary cumulative distribution function (CCDF). The surrogate is then fine-tuned on real microservice traces to adapt to platform-specific behaviors, enabling accurate prediction without explicit continuous-time Markov Chain (CTMC) solving at deployment time. Experiments on both synthetic and real-world datasets demonstrate that MIN-LENS reduces tail-latency prediction error compared to exponential baselines especially when the system is under higher load, while eliminate the computational complexity of MAP-based likelihood estimation. This makes MIN-LENS"
C2_time_prediction,service time prediction heterogeneous nodes,10,W4283068905,10.1007/s11036-021-01793-7,Near-data Prediction Based Speculative Optimization in a Distribution Environment,2022,Mobile Networks and Applications,article,3,green,http://researchrepository.napier.ac.uk/Output/2694806,
C2_time_prediction,job runtime prediction cluster scheduling machine learning,10,W4387005599,10.1109/cloud60044.2023.00064,Workload Failure Prediction for Data Centers,2023,,conference-paper,7,closed,,"Failed workloads that consumed significant computational resources in time and space affect the efficiency of HPC data centers significantly and thus limit the amount of scientific work that can be achieved. While the computational power has increased significantly over the years, detection and prediction of workload failures have lagged far behind and will become increasingly critical as the system scale and complexity further increase. In this study, we analyze workload traces collected from a production cluster and train machine learning models on a large amount of data sets to predict workload failures. Our prediction models consist of a queue-time model that estimates the probability of workload failures before execution and a runtime model that predicts failures at runtime. Evaluation results show that the queue-time model and runtime model can predict workload failures with a maximum precision score of 90.61% and 97.75%, respectively. By integrating the runtime model with the job scheduler, it helps reduce CPU time, and memory usage by up to 16.7% and 14.53%, respectively."
C2_time_prediction,query execution time prediction machine learning,11,W2241020437,,"Same Queries, Different Data: Can we Predict Query Performance?",2012,Infoscience (Ecole Polytechnique Fédérale de Lausanne),conference-paper,8,green,https://infoscience.epfl.ch/record/173816/files/SMDB12_Popescu.pdf,"We consider MapReduce workloads that are produced by analytics applications. In contrast to ad hoc query workloads, analytics applications are comprised of fixed data flows that are run over newly arriving data sets or on different portions of an existing data set. Examples of such workloads include document analysis/indexing, social media analytics, and ETL (Extract Transform Load). Motivated by these workloads, we propose a technique that predicts the runtime performance for a fixed set of queries running over varying input data sets. Our prediction technique splits each query into several segments where each segment’s performance is estimated using machine learning models. These per-segment estimates are plugged into a global analytical model to predict the overall query runtime. Our approach uses minimal statistics about the input data sets (e.g., tuple size, cardinality), which are complemented with historical information about prior query executions (e.g., execution time). We analyze the accuracy of predictions for several segment granularities on both standard analytical benchmarks such as TPC-DS [17], and on several real workloads. We obtain less than 25% prediction errors for 90% of predictions."
